genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label,pca1,pca2
['musiikkia lapsille'],0.592,0.713,0.549,169.919,1,0.0,1,Mainstream / Party,52.26836971896978,-0.0006707042646197925
['hands up'],0.532,0.818,0.313,150.034,1,0.0,1,Mainstream / Party,32.38339476674918,-0.1060556147223285
['punk tuga'],0.44,0.946,0.466,140.152,1,0.0,1,Mainstream / Party,22.50180175962288,0.06833770007203888
"['dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",0.774,0.503,0.511,97.985,1,0.0,1,Mainstream / Party,-19.66596016286283,0.011950264921575027
['estonian pop'],0.671,0.562,0.288,79.96,1,0.0,1,Mainstream / Party,-37.69098155959159,-0.1268512401234101
['finnish new wave'],0.519,0.354,0.317,80.271,0,0.0,1,Instrumental / Acoustic,-37.380223346914065,-0.2748997297984027
['musiikkia lapsille'],0.809,0.572,0.838,97.467,1,0.0,1,Mainstream / Party,-20.183570987890292,0.3087886170693579
['musiikkia lapsille'],0.54,0.537,0.633,128.625,1,0.0,1,Mainstream / Party,10.974258508435355,0.0038828298967292785
['iskelma'],0.496,0.475,0.282,128.89,1,0.0,1,Mainstream / Party,11.238864003072848,-0.3093305299782315
"['finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']",0.496,0.664,0.607,184.006,1,0.0,0,Mainstream / Party,66.35536116771564,-0.03690466292062444
"['finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']",0.831,0.714,0.976,115.009,1,0.0,1,Mainstream / Party,-2.641258877775698,0.4759959705955299
['latin house'],0.812,0.857,0.651,126.951,1,0.0,1,Mainstream / Party,9.300670636464972,0.2923820066450491
['russelater'],0.62,0.891,0.729,150.038,1,0.0,1,Mainstream / Party,32.387844021495596,0.27578331977124826
['finnish trap'],0.631,0.706,0.597,80.009,1,0.0,1,Mainstream / Party,-37.64145186814227,0.17555727904731566
['finnish hip hop'],0.713,0.706,0.761,97.033,1,0.0,1,Mainstream / Party,-20.61737530749174,0.2993475929483458
['classic schlager'],0.493,0.567,0.524,139.344,1,0.0,1,Mainstream / Party,21.693212449423868,-0.09089646412398267
['rap conscient'],0.839,0.491,0.101,94.511,1,0.0,1,Mainstream / Party,-23.14037055196202,-0.27626486215059043
['rap conscient'],0.799,0.52,0.722,80.146,1,0.0,1,Mainstream / Party,-37.50472284607956,0.2139300052765548
['new orleans jazz'],0.466,0.482,0.862,192.377,0,0.0,0,Instrumental / Acoustic,74.72629132043107,0.026236332877207058
['classic nz pop'],0.629,0.527,0.6,140.825,1,,1,Mainstream / Party,23.174148231548372,-0.016329226721975454
['australian rock'],0.567,0.163,0.103,74.061,0,,0,Instrumental / Acoustic,-43.59073715387011,-0.5219677831501301
['australian rock'],0.564,0.765,0.729,157.652,1,,0,Mainstream / Party,40.001651151144955,0.17348846205551816
"[""australian children's music""]",0.729,0.373,0.785,138.893,0,,1,Instrumental / Acoustic,21.242018966205137,0.06706365089553268
"[""australian children's music""]",0.757,0.366,0.932,111.672,0,,1,Instrumental / Acoustic,-5.978824203307852,0.2218830584883743
"[""australian children's music""]",0.71,0.277,0.881,117.633,0,,1,Instrumental / Acoustic,-0.018003582750395708,0.10822964012156422
['classic nz pop'],0.767,0.296,0.499,129.117,0,,0,Instrumental / Acoustic,11.465637848100613,-0.1654730191339786
['dunedin sound'],0.421,0.82,0.598,148.111,1,,1,Mainstream / Party,30.460708774538375,0.07609179699224133
['operatic pop'],0.358,0.324,0.399,92.836,0,,0,Instrumental / Acoustic,-24.815145974865132,-0.3004848127844627
['classic nz pop'],0.628,0.737,0.584,96.623,1,,1,Mainstream / Party,-21.027442107030126,0.15852988751083952
['cook islands pop'],0.718,0.758,0.946,144.708,1,,1,Mainstream / Party,27.05778477649676,0.39971322218539385
['cook islands pop'],0.631,0.725,0.827,112.183,1,,1,Mainstream / Party,-5.467274465617095,0.3115712833901214
['kiwi rock'],0.667,0.871,0.558,125.056,1,,1,Mainstream / Party,7.405682301910346,0.18770430930377346
['kiwi rock'],0.613,0.789,0.443,119.971,1,,1,Mainstream / Party,2.3204807369869656,0.04420997655136871
['bubblegum pop'],0.5,0.366,0.683,83.128,0,,1,Instrumental / Acoustic,-34.52287288845312,-0.004130210851789662
['kiwi rock'],0.236,0.931,0.453,156.951,1,,1,Mainstream / Party,39.30083117985123,-0.03948912004262006
['thai pop'],0.446,0.417,0.399,131.975,0,,0,Instrumental / Acoustic,14.323892027672883,-0.27589301041202247
['dunedin indie'],0.74,0.437,0.558,94.969,1,,1,Mainstream / Party,-22.682004090224012,0.002356662322641201
['polynesian pop'],0.863,0.473,0.454,100.553,1,,0,Mainstream / Party,-17.098106773249867,-0.023732034806263402
['nz pop'],0.836,0.655,0.712,109.971,1,,1,Mainstream / Party,-7.6795841194559955,0.2529869777239899
['nyc pop'],0.95,0.681,0.783,128.008,1,,1,Mainstream / Party,10.35743469299149,0.33095199506134976
['sleep'],0.789,0.129,0.541,121.982,0,,0,Instrumental / Acoustic,4.330405983030147,-0.21380360867702664
['sleep'],0.819,0.0243,0.75,74.945,0,,0,Instrumental / Acoustic,-42.7065054760793,-0.039721660579010276
['nz hip hop'],0.885,0.737,0.496,89.977,1,,1,Mainstream / Party,-27.673629967854282,0.1839138265183391
['nyc pop'],0.769,0.796,0.733,113.948,1,,1,Mainstream / Party,-3.7023112382148184,0.3237097594507674
['nz reggae'],0.907,0.501,0.848,100.027,1,,1,Mainstream / Party,-17.623728753849036,0.30226165858464205
['nz reggae'],0.797,0.448,0.812,171.9,1,,1,Mainstream / Party,54.24907249772107,0.1040489669988428
['sleep'],0.272,0.346,0.0275,82.98,0,,0,Instrumental / Acoustic,-34.67138346864475,-0.5786025833810854
['australian americana'],0.509,0.467,0.538,175.159,1,,0,Mainstream / Party,57.507988588713715,-0.18614133037594482
['indie pop'],0.412,0.254,0.217,149.899,0,,0,Instrumental / Acoustic,32.247446814097344,-0.5441412104381644
['bolero cubano'],0.786,0.531,0.68,123.652,1,,1,Mainstream / Party,6.00118367208853,0.12089566057324486
['beat poetry'],0.544,0.275,0.61,205.854,2,,2,Happy / Dance,88.20266709527294,-0.27798384588275293
['musica tradicional cubana'],0.551,0.284,0.656,103.043,0,,0,Instrumental / Acoustic,-14.608091365069512,-0.085146507764995
['musica colombiana instrumental'],0.406,0.274,0.375,177.141,0,,0,Instrumental / Acoustic,59.48957338675808,-0.4561094190294607
['classic peruvian pop'],0.726,0.382,0.204,122.142,0,,0,Instrumental / Acoustic,4.490546475317785,-0.339017264082364
['merengue'],0.413,0.466,0.518,174.482,0,,0,Instrumental / Acoustic,56.83101567904504,-0.23114879855635184
['musica tradicional dominicana'],0.494,0.614,0.947,125.489,0,,0,Instrumental / Acoustic,7.83869218018711,0.2738008238787344
['musica tradicional dominicana'],0.594,0.225,0.551,113.982,0,,0,Instrumental / Acoustic,-3.669321803337823,-0.20052584006836938
['merengue'],0.724,0.251,0.857,108.831,0,,1,Instrumental / Acoustic,-8.820057834017021,0.09248778864189233
['musica tradicional dominicana'],0.664,0.318,0.612,124.656,1,,1,Mainstream / Party,7.004831577595084,-0.09418513833907372
['swiss folk'],0.587,0.54,0.964,178.416,1,,0,Mainstream / Party,60.76544552522901,0.1952367171141023
['kayokyoku'],0.241,0.3,0.381,169.286,0,,0,Instrumental / Acoustic,51.63471351536754,-0.4772780420152424
['spanish invasion'],0.449,0.499,0.169,97.58,2,,1,Happy / Dance,-20.071118121819907,-0.348893489368937
['classic israeli pop'],0.291,0.555,0.54,86.058,0,,1,Instrumental / Acoustic,-31.59259938279756,-0.07173782146043528
['cantautor'],0.593,0.595,0.667,138.373,1,,1,Mainstream / Party,20.722340452465545,0.06560140055381303
['capoeira'],0.826,0.52,0.964,108.83,1,,1,Mainstream / Party,-8.820572016009876,0.36155289557416714
['classic israeli pop'],0.545,0.641,0.487,92.126,1,,1,Mainstream / Party,-25.524637775670556,0.010299863274019216
['classic israeli pop'],0.61,0.831,0.326,146.106,1,,1,Mainstream / Party,28.455397945612788,-0.058250296641296995
['deep disco'],0.87,0.328,0.653,114.337,1,,1,Mainstream / Party,-3.3141938211703916,0.022813552770484802
['merengue'],0.721,0.846,0.957,127.121,1,,1,Mainstream / Party,9.470968935075959,0.4859526276382464
['classic turkish pop'],0.726,0.78,0.887,104.861,1,,1,Mainstream / Party,-12.789162620077136,0.42938926732029126
['slovak pop'],0.519,0.509,0.189,132.155,0,,0,Instrumental / Acoustic,14.50381940209553,-0.35665886669406394
['slovak pop'],0.474,0.597,0.52,93.673,1,,1,Mainstream / Party,-23.977649278552676,-0.015400134116968833
"['french oi', 'french punk']",0.374,0.907,0.644,113.507,1,,1,Mainstream / Party,-4.143022494291074,0.1970772446110416
['classic canadian rock'],0.547,0.909,0.574,124.83,1,,1,Mainstream / Party,7.179815636138855,0.18407977113732876
['chicha'],0.536,0.592,0.961,109.376,1,,1,Mainstream / Party,-8.27432136713233,0.3084498728706404
['chicha'],0.634,0.562,0.961,109.779,1,,1,Mainstream / Party,-7.8714172937608,0.32147309626254206
['chicha'],0.631,0.631,0.951,108.172,1,,1,Mainstream / Party,-9.478309420685278,0.3555657254865905
"['classic israeli pop', 'israeli pop']",0.484,0.276,0.254,131.253,0,,0,Instrumental / Acoustic,13.601516013138905,-0.45342367477344175
"['classic israeli pop', 'israeli pop']",0.176,0.269,0.158,88.987,0,,0,Instrumental / Acoustic,-28.66435797892298,-0.5649987638438164
['arab pop'],0.343,0.236,0.186,97.024,0,,0,Instrumental / Acoustic,-20.62748040016278,-0.522084506346495
['cuarteto'],0.573,0.62,0.886,145.224,1,,1,Mainstream / Party,27.573573814306968,0.22770796088204726
"['album rock', 'classic canadian rock', 'romanian rock']",0.54,0.369,0.429,144.389,0,,1,Instrumental / Acoustic,26.737773389662237,-0.2697922467056294
['classic indonesian rock'],0.535,0.627,0.232,136.771,1,,1,Mainstream / Party,19.120034082831495,-0.2574710819788705
[],0.663,0.618,0.764,99.816,1,,1,Mainstream / Party,-17.83449752339996,0.23041738378184606
[],0.644,0.924,0.891,133.985,1,,1,Mainstream / Party,16.33506079654009,0.4474553672966761
['classic israeli pop'],0.293,0.415,0.18,130.399,0,,0,Instrumental / Acoustic,12.747768176795091,-0.48722037781238514
['classic israeli pop'],0.545,0.251,0.356,107.322,0,,1,Instrumental / Acoustic,-10.329418356078222,-0.3371368957720579
['smooth saxophone'],0.2,0.266,0.0998,60.983,0,,0,Instrumental / Acoustic,-56.66837473657102,-0.5615912772908007
['classic opm'],0.558,0.458,0.636,86.601,0,,1,Instrumental / Acoustic,-31.049798771191405,0.027541022693534978
['israeli rock'],0.481,0.788,0.544,145.2,1,,1,Mainstream / Party,27.549585362783915,0.040337602109196125
['classic j-rock'],0.595,0.711,0.679,109.846,1,,1,Mainstream / Party,-7.804408277143494,0.18463501530719106
['classic hungarian pop'],0.629,0.657,0.443,122.998,1,,1,Mainstream / Party,5.347252509007689,-0.03200896760102989
['bhajan'],0.549,0.865,0.828,101.898,1,,1,Mainstream / Party,-15.75198777973867,0.38292024279060954
['j-pop'],0.629,0.803,0.487,105.041,1,,1,Mainstream / Party,-12.609437219966068,0.11229454965929475
['japanese singer-songwriter'],0.594,0.329,0.404,72.032,0,,0,Instrumental / Acoustic,-45.619206595347464,-0.18844041701210779
['indie fuzzpop'],0.41,0.907,0.65,142.034,1,,0,Mainstream / Party,24.38391340330074,0.1711051198064636
"[""children's music""]",0.793,0.244,0.971,85.039,0,,0,Instrumental / Acoustic,-32.6119561788845,0.2305708634881738
['hollywood'],0.781,0.419,0.573,130.042,1,,0,Mainstream / Party,12.39089612099147,-0.03538175769275176
['slap house'],0.633,0.87,0.262,127.892,1,,1,Mainstream / Party,10.241426914456454,-0.049423038891480586
['g funk'],0.557,0.523,0.37,193.251,0,,0,Instrumental / Acoustic,75.5998737165801,-0.2906489485196368
['classical organ'],0.0953,0.0577,0.119,75.627,0,,1,Instrumental / Acoustic,-42.02467447650315,-0.7231926839762016
['blaskapelle'],0.705,0.588,0.892,113.34,0,,0,Instrumental / Acoustic,-4.3104766979320175,0.30224326827239345
['blaskapelle'],0.646,0.429,0.96,117.954,0,,0,Instrumental / Acoustic,0.3033443778209062,0.23509678379205612
['fado'],0.658,0.439,0.804,112.849,1,,1,Mainstream / Party,-4.801775062402186,0.13543091960739007
['classic israeli pop'],0.629,0.217,0.302,131.066,0,,0,Instrumental / Acoustic,13.414394618642973,-0.40557691064404
['vintage taiwan pop'],0.233,0.0416,0.127,137.432,0,,0,Instrumental / Acoustic,19.78012773134739,-0.7736431733163317
['vintage taiwan pop'],0.303,0.0678,0.407,81.102,0,,0,Instrumental / Acoustic,-36.549508756499165,-0.44386934047676846
['folklore boliviano'],0.587,0.711,0.934,136.197,1,,1,Mainstream / Party,18.54677499948366,0.3343151939301443
['classic polish pop'],0.435,0.195,0.523,92.386,0,,0,Instrumental / Acoustic,-25.265280890521993,-0.25767459702058315
['classic icelandic pop'],0.698,0.634,0.688,106.788,1,,1,Mainstream / Party,-10.862568745648048,0.18369996712257475
['barnsagor'],0.652,0.213,0.674,90.883,2,,2,Happy / Dance,-26.768216328175612,-0.06312198917888345
['barnsagor'],0.691,0.176,0.478,139.637,2,,2,Happy / Dance,21.985440087291437,-0.2906056124578436
['barnsagor'],0.629,0.228,0.507,171.337,2,,2,Happy / Dance,53.68552174660334,-0.30482397908305175
['romanian folk'],0.549,0.392,0.299,110.029,0,,0,Instrumental / Acoustic,-7.622246409412526,-0.3004261781340925
['barnalog'],0.507,0.264,0.953,208.939,1,,1,Mainstream / Party,91.2879675977097,-0.04386695597683177
['barnalog'],0.685,0.174,0.643,100.724,0,,0,Instrumental / Acoustic,-16.927341280287095,-0.11301735784734235
['chicha'],0.75,0.527,0.943,123.701,1,,1,Mainstream / Party,6.050429176952051,0.30397080950564215
['comedia'],0.439,0.405,0.578,132.302,2,,1,Happy / Dance,14.651035193436684,-0.1515722559637538
['comedia'],0.448,0.476,0.322,138.08,2,,1,Happy / Dance,20.428907167478116,-0.30751788570041483
['huayno'],0.459,0.857,0.762,140.32,1,,0,Mainstream / Party,22.669912048619437,0.24390029366310073
[],0.824,0.562,0.844,114.783,1,,1,Mainstream / Party,-2.8676208488867303,0.28679365189329165
['classic peruvian pop'],0.707,0.498,0.821,112.821,1,,1,Mainstream / Party,-4.8296868188898685,0.19808859023526304
['israeli singer-songwriter'],0.61,0.429,0.518,142.791,0,,1,Instrumental / Acoustic,25.13992059220152,-0.1436849556632045
['folklore boliviano'],0.651,0.789,0.966,135.743,1,,1,Mainstream / Party,18.09290131066294,0.4246468212271324
['folklore boliviano'],0.524,0.53,0.769,85.872,1,,1,Mainstream / Party,-31.77854514542878,0.15931559432231035
['lds'],0.474,0.273,0.3,69.478,0,,0,Instrumental / Acoustic,-48.17332943183726,-0.3332103796198834
['classic mandopop'],0.357,0.341,0.221,75.97,0,,0,Instrumental / Acoustic,-41.681245905766815,-0.3994017486762716
['musica andina'],0.701,0.321,0.661,143.827,1,,1,Mainstream / Party,26.175827535544954,-0.07216604093961643
['musica andina'],0.649,0.619,0.415,109.924,1,,1,Mainstream / Party,-7.726819851609761,-0.04955694363682539
['folklore boliviano'],0.396,0.33,0.389,137.713,0,,0,Instrumental / Acoustic,20.061754386182457,-0.3583117185543151
['folklore boliviano'],0.411,0.32,0.419,105.091,0,,0,Instrumental / Acoustic,-12.560182189162816,-0.2890237378557001
['huayno popular'],0.56,0.663,0.722,114.202,1,,1,Mainstream / Party,-3.448439532033177,0.17138608147418577
['huayno popular'],0.493,0.64,0.441,98.435,1,,1,Mainstream / Party,-19.215667561412687,-0.050474125940172976
['huayno popular'],0.272,0.642,0.627,197.396,1,,1,Mainstream / Party,79.74542439843634,-0.1254397195732866
['cumbia ecuatoriana'],0.737,0.497,0.84,113.881,1,,1,Mainstream / Party,-3.769687585913289,0.2196888844983923
['cumbia ecuatoriana'],0.766,0.386,0.832,132.49,1,,1,Mainstream / Party,14.839076460047181,0.13095334864094887
['cumbia boliviana'],0.614,0.705,0.681,85.929,1,,1,Mainstream / Party,-31.721381261869553,0.2237782667988737
['chicha'],0.554,0.89,0.774,109.484,1,,1,Mainstream / Party,-8.166011625320152,0.3474967963987199
['folklore boliviano'],0.693,0.704,0.848,145.061,1,,1,Mainstream / Party,27.410620335795187,0.2864608306809353
['musica andina'],0.511,0.469,0.777,116.93,0,,1,Instrumental / Acoustic,-0.7206883684407899,0.080070910417532
['carnaval limburg'],0.69,0.496,0.622,85.04,1,,1,Mainstream / Party,-32.61080885364834,0.08333875612850739
['mundart'],0.614,0.815,0.848,174.139,1,,1,Mainstream / Party,56.4887850682812,0.28333901330476485
['cumbia surena'],0.366,0.831,0.496,139.12,1,,1,Mainstream / Party,21.46967803560085,0.0018910239025810016
['huayno'],0.708,0.727,0.855,87.888,1,,1,Mainstream / Party,-29.762237877535455,0.3937864102608899
['peruvian rock'],0.706,0.955,0.759,103.981,1,,1,Mainstream / Party,-13.668980803175302,0.4303954180981495
['cumbia uruguaya'],0.749,0.857,0.867,92.023,1,,1,Mainstream / Party,-25.627042280427318,0.4853874510711851
['huayno popular'],0.502,0.702,0.656,152.012,1,,1,Mainstream / Party,34.361522893415895,0.07077641441807947
['huayno popular'],0.464,0.682,0.768,150.697,1,,1,Mainstream / Party,33.0466107937832,0.1328595663732689
['peruvian rock'],0.403,0.526,0.741,109.906,1,,1,Mainstream / Party,-7.744563725570174,0.062364697426320226
['post-teen pop'],0.457,0.831,0.676,159.919,1,,1,Mainstream / Party,42.26875770548301,0.13497178388367037
['cumbia peruana'],0.778,0.883,0.693,135.098,1,,1,Mainstream / Party,17.44775163178008,0.31621808001559426
['reggaeton'],0.801,0.72,0.966,99.981,1,,1,Mainstream / Party,-17.66921623168544,0.48455127321717506
['folklore peruano'],0.658,0.682,0.877,96.313,1,,1,Mainstream / Party,-21.337283412397625,0.3558314764105519
['folklore boliviano'],0.604,0.913,0.829,151.833,1,,1,Mainstream / Party,34.18297352382149,0.3557461991816504
['cumbia peruana'],0.652,0.796,0.86,108.024,1,,1,Mainstream / Party,-9.626131539640085,0.3903782165946692
['cumbia pop'],0.652,0.733,0.754,108.062,1,,1,Mainstream / Party,-9.588329029541384,0.2742881457029147
['cumbia ecuatoriana'],0.76,0.793,0.961,106.982,1,,1,Mainstream / Party,-10.668095247427232,0.5000265457276458
['reggae peruano'],0.733,0.709,0.96,100.115,1,,1,Mainstream / Party,-17.535207641400646,0.4518924228428831
['mexican indie'],0.797,0.677,0.8,127.008,1,,1,Mainstream / Party,9.357517493049272,0.294294456313821
['cumbia peruana'],0.457,0.733,0.8,80.894,1,,1,Mainstream / Party,-36.75614582436225,0.2867678036908792
['latin jazz'],0.657,0.515,0.673,111.946,1,,1,Mainstream / Party,-5.7047661882742915,0.08261376729865844
['tuna estudiantil'],0.555,0.424,0.76,96.329,0,,1,Instrumental / Acoustic,-21.321759799707635,0.08534487215782105
['space age pop'],0.497,0.687,0.751,112.044,0,,0,Instrumental / Acoustic,-5.6063407665403275,0.19025716241397683
[],0.523,0.65,0.711,131.406,1,,1,Mainstream / Party,13.755515293885054,0.11859027010487733
['tango'],0.506,0.319,0.605,122.742,0,,0,Instrumental / Acoustic,5.090905113908647,-0.14614303672604956
['classic mandopop'],0.525,0.441,0.225,140.128,0,,0,Instrumental / Acoustic,22.476723277202098,-0.3790992455861294
['classic mandopop'],0.632,0.234,0.16,127.994,0,,0,Instrumental / Acoustic,10.34229961392623,-0.49652547771189265
['freestyle'],0.707,0.467,0.589,126.095,1,,1,Mainstream / Party,8.444030861448624,-0.013132598006918017
['vallenato'],0.611,0.502,0.969,98.047,1,,1,Mainstream / Party,-19.603475476193736,0.30246041700504844
['vallenato'],0.648,0.589,0.932,93.515,1,,1,Mainstream / Party,-24.135375925839625,0.3437993766011864
"['c-pop', 'cantopop', 'classic cantopop']",0.729,0.477,0.312,128.859,0,,0,Instrumental / Acoustic,11.207784060100806,-0.2117655464903112
"['c-pop', 'cantopop', 'classic cantopop']",0.57,0.604,0.459,161.838,1,,1,Mainstream / Party,44.187136895663826,-0.12662082962933352
['vallenato'],0.638,0.502,0.879,152.555,1,,1,Mainstream / Party,34.904331078753984,0.1636206773928155
['colombian rock'],0.501,0.645,0.286,181.945,1,,1,Mainstream / Party,64.29404467980333,-0.2836692901434733
['colombian hip hop'],0.504,0.62,0.0785,83.229,1,,1,Mainstream / Party,-34.42200143952557,-0.3076881764906396
['salsa international'],0.836,0.61,0.962,110.373,1,,1,Mainstream / Party,-7.277434704748174,0.4133590272509111
['cumbia villera'],0.587,0.817,0.902,178.265,1,,1,Mainstream / Party,60.614841768459996,0.310309605762084
['spanish hip hop'],0.738,0.699,0.641,87.978,1,,1,Mainstream / Party,-29.672489146557993,0.22665769097446853
['salsa choke'],0.925,0.78,0.707,97.973,1,,1,Mainstream / Party,-19.677404876945758,0.3678586373363757
['background music'],0.584,0.109,0.259,75.959,0,,0,Instrumental / Acoustic,-41.69269721777391,-0.43401272880232755
['viral pop'],0.699,0.109,0.54,100.005,0,,0,Instrumental / Acoustic,-17.64654456954014,-0.222474416861564
['colombian hip hop'],0.808,0.563,0.642,94.036,1,,1,Mainstream / Party,-23.61475408404074,0.161534781522796
['calypso'],0.683,0.251,0.86,74.423,0,,0,Instrumental / Acoustic,-43.22797250940813,0.13224603380070155
['vintage spanish pop'],0.513,0.353,0.647,108.697,0,,0,Instrumental / Acoustic,-8.953979415125247,-0.07206555608006937
['classic israeli pop'],0.544,0.527,0.614,131.412,1,,1,Mainstream / Party,13.761218213202994,-0.018986395185241922
['polish jazz'],0.457,0.575,0.679,138.962,1,,1,Mainstream / Party,21.31138175638108,0.01894425616155948
['classic israeli pop'],0.597,0.257,0.921,110.417,0,,0,Instrumental / Acoustic,-7.2339337619357025,0.10128770498202855
['classic israeli pop'],0.504,0.733,0.456,128.683,0,,1,Instrumental / Acoustic,11.032436577334096,-0.026020018403251743
['classic israeli pop'],0.603,0.287,0.864,156.038,0,,1,Instrumental / Acoustic,38.38697744338015,0.011006090772891941
['classic israeli pop'],0.452,0.797,0.474,127.343,1,,1,Mainstream / Party,9.692583991137468,0.010191363104001705
[],0.247,0.332,0.0487,132.156,0,,0,Instrumental / Acoustic,14.504534049871296,-0.651007545395786
['classic israeli pop'],0.355,0.421,0.352,133.853,0,,0,Instrumental / Acoustic,16.20189606894695,-0.34036822054739296
['classic israeli pop'],0.811,0.472,0.858,110.643,1,,1,Mainstream / Party,-7.007741239962016,0.2468325288148312
['classic israeli pop'],0.676,0.766,0.829,130.135,1,,1,Mainstream / Party,12.484739862907418,0.32485426769011094
['classic israeli pop'],0.751,0.713,0.784,124.467,1,,1,Mainstream / Party,6.816588259051258,0.2924167138801077
['classic israeli pop'],0.682,0.708,0.827,118.364,1,,1,Mainstream / Party,0.7136623713465866,0.30877412373511426
['jewish pop'],0.427,0.233,0.164,80.993,0,,0,Instrumental / Acoustic,-36.658515160527415,-0.49012509635042706
['classic israeli pop'],0.575,0.535,0.666,81.198,1,,1,Mainstream / Party,-36.45264457229966,0.10815293284507066
['classic israeli pop'],0.607,0.158,0.385,129.513,0,,0,Instrumental / Acoustic,11.861385920465892,-0.3824860906444427
['classic israeli pop'],0.571,0.305,0.536,131.228,0,,1,Instrumental / Acoustic,13.576774305119613,-0.1977939705316869
['classic israeli pop'],0.31,0.265,0.206,89.69,0,,0,Instrumental / Acoustic,-27.961386187151945,-0.4899267357324794
[],0.782,0.964,0.966,115.089,1,,1,Mainstream / Party,-2.5608374235583398,0.5983996901888553
['mizrahi'],0.706,0.827,0.786,118.021,1,,1,Mainstream / Party,0.3708089305343236,0.355475703642957
['mizrahi'],0.711,0.7,0.931,135.882,1,,1,Mainstream / Party,18.231696389825544,0.36545412811734335
['mizrahi'],0.738,0.59,0.964,100.045,1,,1,Mainstream / Party,-17.60540021741319,0.3872947024371509
['israeli rock'],0.431,0.351,0.315,166.934,0,,0,Instrumental / Acoustic,49.28265218588032,-0.4332853263237352
['israeli rock'],0.461,0.862,0.646,93.453,1,,1,Mainstream / Party,-24.197098261306778,0.22940978402483425
['israeli rock'],0.407,0.268,0.137,125.444,0,,0,Instrumental / Acoustic,7.792445445558599,-0.5615646173306716
['israeli rock'],0.711,0.55,0.507,124.541,1,,1,Mainstream / Party,6.8900937804323945,-0.022649379874081554
['israeli rock'],0.533,0.535,0.531,88.007,1,,1,Mainstream / Party,-29.643757932719694,-0.01623070449379449
['israeli pop'],0.607,0.838,0.951,130.021,1,,1,Mainstream / Party,12.37099905963828,0.4363906359064247
"['arab pop', 'egyptian pop', 'shaabi']",0.803,0.626,0.655,118.538,1,,1,Mainstream / Party,0.88731750515079,0.1703873412377278
['israeli rock'],0.5,0.491,0.229,143.034,1,,1,Mainstream / Party,25.382814798245278,-0.3591902074069344
['israeli pop'],0.388,0.128,0.373,138.9,0,,0,Instrumental / Acoustic,21.248412507615,-0.4921725982610844
['israeli rock'],0.556,0.592,0.451,82.989,1,,1,Mainstream / Party,-34.661738200862615,-0.02827574241220754
['israeli pop'],0.698,0.858,0.856,125.981,1,,1,Mainstream / Party,8.330911164508692,0.4117051740662312
['russian pop'],0.737,0.952,0.615,130.135,1,,1,Mainstream / Party,12.484822840968349,0.2922783274460661
['persian pop'],0.674,0.894,0.961,108.013,1,,1,Mainstream / Party,-9.63689192783795,0.530039423826864
['beatlesque'],0.538,0.532,0.433,77.018,0,,1,Instrumental / Acoustic,-40.63283258176722,-0.07362530508120613
['festigal'],0.482,0.574,0.229,83.953,0,,1,Instrumental / Acoustic,-33.6979327997432,-0.22983836474405195
['slowcore'],0.636,0.363,0.69,109.993,1,,0,Mainstream / Party,-7.657985172813142,0.0030546946712629586
['israeli singer-songwriter'],0.598,0.706,0.589,124.015,1,,1,Mainstream / Party,6.364475647920486,0.09449565225796985
['israeli pop'],0.66,0.535,0.354,101.999,1,,1,Mainstream / Party,-15.65200188879085,-0.1290047186624701
['israeli rock'],0.629,0.889,0.711,119.825,1,,1,Mainstream / Party,2.174875978359637,0.3083543258872885
"['russian dance pop', 'russian pop']",0.747,0.86,0.556,125.01,1,,1,Mainstream / Party,7.35962487864272,0.205242391091218
"['russian dance pop', 'russian pop']",0.771,0.755,0.651,123.984,1,,1,Mainstream / Party,6.333529246607682,0.22435127782715947
['israeli singer-songwriter'],0.419,0.325,0.147,80.707,0,,1,Instrumental / Acoustic,-36.94437613202358,-0.4514077095803718
['israeli pop'],0.4,0.565,0.347,152.015,1,,1,Mainstream / Party,34.364071599001676,-0.2726683048976231
['israeli pop'],0.471,0.832,0.679,193.946,1,,1,Mainstream / Party,76.29569283041891,0.09228391804892266
['israeli pop'],0.495,0.296,0.309,92.995,0,,0,Instrumental / Acoustic,-24.656337072999847,-0.3409480707739216
['israeli pop'],0.572,0.317,0.196,74.954,0,,0,Instrumental / Acoustic,-42.69740706887387,-0.362411717455563
['israeli rock'],0.372,0.89,0.81,90.456,1,,1,Mainstream / Party,-27.19385846983768,0.34466237800142085
['israeli rock'],0.479,0.844,0.787,183.968,1,,1,Mainstream / Party,66.31782349956865,0.1973099121139491
['israeli pop'],0.675,0.916,0.879,130.022,1,,1,Mainstream / Party,12.372029674867548,0.44946394172325177
['israeli mediterranean'],0.603,0.265,0.371,139.539,0,,0,Instrumental / Acoustic,21.88753122175956,-0.3466606633098493
['israeli trap'],0.603,0.499,0.394,134.625,1,,1,Mainstream / Party,16.97394213705968,-0.18599461748196133
['israeli pop'],0.683,0.606,0.397,151.924,1,,1,Mainstream / Party,34.27304957645194,-0.12147942453345562
['israeli pop'],0.818,0.553,0.842,118.043,1,,1,Mainstream / Party,0.392359536929618,0.2733676385714785
