genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label,pca1,pca2
['hoerspiel'],0.721,0.413,0.481,115.275,2,0.0,2,Happy / Dance,-2.3761403975087916,-0.10509917922479473
['hoerspiel'],0.703,0.231,0.567,85.998,2,0.0,2,Happy / Dance,-31.653297758434732,-0.10940095710111697
['hoerspiel'],0.634,0.197,0.324,169.158,2,0.0,2,Happy / Dance,51.50630928428342,-0.4550888703643884
['classic thai pop'],0.601,0.435,0.708,112.672,1,0.0,1,Mainstream / Party,-4.978840144422932,0.04341473088706094
['classic thai pop'],0.702,0.42,0.904,150.006,1,0.0,1,Mainstream / Party,32.35519425436644,0.15863686534450405
['classic thai pop'],0.574,0.73,0.811,140.897,1,0.0,1,Mainstream / Party,23.24669350570892,0.24227053665182097
['disco'],0.691,0.803,0.81,120.804,1,0.0,1,Mainstream / Party,3.153793244310819,0.35062749960834716
['soft rock'],0.73,0.502,0.785,119.941,1,0.0,1,Mainstream / Party,2.2902635586346634,0.1703075368030067
"['argentine rock', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.441,0.901,0.786,183.322,1,0.0,1,Mainstream / Party,65.6719346313161,0.21864293369449384
['arabesk'],0.402,0.618,0.467,151.284,1,0.0,1,Mainstream / Party,33.633265637863815,-0.15026742939282878
['arabesk'],0.552,0.636,0.383,100.829,1,0.0,1,Mainstream / Party,-16.821758204026096,-0.08102710943776803
['arabesk'],0.393,0.61,0.537,101.769,0,0.0,1,Instrumental / Acoustic,-15.881589517825986,-0.03267978087973633
['arabesk'],0.647,0.712,0.732,108.804,1,0.0,1,Mainstream / Party,-8.846381919341326,0.24291686513996513
['arabesk'],0.54,0.432,0.391,94.257,0,0.0,1,Instrumental / Acoustic,-23.394065729434317,-0.1879623018885742
['arabesk'],0.363,0.649,0.398,102.214,0,0.0,1,Instrumental / Acoustic,-15.436636867369572,-0.12420354231314912
['arabesk'],0.338,0.336,0.378,140.566,0,0.0,0,Instrumental / Acoustic,22.91477648507268,-0.38563688170260396
['arabesk'],0.497,0.568,0.377,81.512,0,0.0,1,Instrumental / Acoustic,-36.13881287212607,-0.114191337595558
['arabesk'],0.585,0.904,0.849,192.159,1,0.0,1,Mainstream / Party,74.50891155712716,0.30024967444493433
['arabesk'],0.479,0.562,0.583,173.893,1,0.0,1,Mainstream / Party,56.24220012573022,-0.1047999908439673
['arabesk'],0.28,0.641,0.396,82.127,1,0.0,1,Mainstream / Party,-35.52357554165806,-0.1271914154997562
['arabesk'],0.393,0.416,0.445,119.479,0,0.0,0,Instrumental / Acoustic,1.8279795371999796,-0.2405007562951944
['classic danish pop'],0.783,0.42,0.662,126.462,1,0.0,1,Mainstream / Party,8.810982949408654,0.03771990733142949
['classic danish pop'],0.536,0.492,0.635,90.451,1,0.0,1,Mainstream / Party,-27.199740946114986,0.03395730937403696
['kayokyoku'],0.615,0.679,0.802,136.716,1,0.0,1,Mainstream / Party,19.065590671061727,0.2249823445946516
['classic turkish pop'],0.352,0.351,0.434,81.031,0,0.0,0,Instrumental / Acoustic,-36.62004614591663,-0.24313473124782992
['kleine hoerspiel'],0.714,0.405,0.512,116.129,2,0.0,2,Happy / Dance,-1.5221239853501487,-0.09002259408441171
['kleine hoerspiel'],0.639,0.556,0.649,108.671,2,0.0,2,Happy / Dance,-8.979706304355773,0.08761562354983388
['kleine hoerspiel'],0.533,0.485,0.361,75.967,2,0.0,2,Happy / Dance,-41.68396924000123,-0.15493338395157308
['kleine hoerspiel'],0.654,0.5,0.589,106.815,2,0.0,1,Happy / Dance,-10.835854869802318,0.017576371894855614
['kleine hoerspiel'],0.429,0.489,0.382,71.391,2,0.0,2,Happy / Dance,-46.259886401040134,-0.16314846544791384
['kleine hoerspiel'],0.642,0.337,0.373,81.774,2,0.0,2,Happy / Dance,-35.877261862338884,-0.20607019249851366
['kleine hoerspiel'],0.633,0.528,0.466,119.562,2,0.0,1,Happy / Dance,1.9110672843357577,-0.08357980105404128
['kleine hoerspiel'],0.58,0.603,0.613,178.709,2,0.0,2,Happy / Dance,61.05823718400856,-0.033509266821664
['kleine hoerspiel'],0.635,0.636,0.587,85.03,2,0.0,2,Happy / Dance,-32.62058599998565,0.12121454068065196
['kleine hoerspiel'],0.577,0.574,0.352,136.071,2,0.0,1,Happy / Dance,18.42003643334766,-0.1841420649208878
['kleine hoerspiel'],0.708,0.615,0.714,129.231,2,0.0,2,Happy / Dance,11.580377540132389,0.162325294187027
['kleine hoerspiel'],0.515,0.448,0.457,95.116,2,0.0,2,Happy / Dance,-22.534970425257143,-0.13842662341589695
['kleine hoerspiel'],0.687,0.461,0.695,127.291,2,0.0,2,Happy / Dance,9.64012309080266,0.05463158815151081
['kleine hoerspiel'],0.697,0.396,0.55,85.088,2,0.0,2,Happy / Dance,-32.56303956903102,-0.026633165722861563
['kleine hoerspiel'],0.736,0.343,0.727,118.791,2,0.0,2,Happy / Dance,1.1399518894450011,0.03790898534557008
['kleine hoerspiel'],0.627,0.528,0.579,80.777,2,0.0,2,Happy / Dance,-36.873757544246615,0.056055456584343966
['kleine hoerspiel'],0.621,0.718,0.477,90.857,2,0.0,2,Happy / Dance,-26.793554809944226,0.07360859167877587
['kleine hoerspiel'],0.669,0.433,0.324,141.861,2,0.0,2,Happy / Dance,24.209727523113173,-0.26651584958681285
['kleine hoerspiel'],0.653,0.536,0.295,125.194,2,0.0,2,Happy / Dance,7.542907652137487,-0.20886582371670248
['kleine hoerspiel'],0.685,0.538,0.37,65.927,2,0.0,2,Happy / Dance,-51.72392817503787,-0.05439271123289735
['kleine hoerspiel'],0.679,0.669,0.561,97.749,2,0.0,2,Happy / Dance,-19.901599642824394,0.11624355266243525
['kleine hoerspiel'],0.669,0.606,0.371,115.453,2,0.0,2,Happy / Dance,-2.197899985203847,-0.0918400554243749
['kleine hoerspiel'],0.572,0.696,0.714,74.717,2,0.0,2,Happy / Dance,-42.93332596798783,0.24638418514751814
['kleine hoerspiel'],0.627,0.673,0.726,151.26,2,0.0,2,Happy / Dance,33.60948054018738,0.14704559287843788
['kleine hoerspiel'],0.615,0.346,0.426,151.601,2,0.0,1,Happy / Dance,33.94968453308201,-0.2722305464376399
['kleine hoerspiel'],0.681,0.401,0.682,83.313,2,0.0,2,Happy / Dance,-34.33790259843347,0.07263027171201564
['kleine hoerspiel'],0.637,0.807,0.661,111.643,2,0.0,2,Happy / Dance,-6.007291076474829,0.2377318738970975
['kleine hoerspiel'],0.556,0.665,0.472,92.817,2,0.0,2,Happy / Dance,-24.83361854262037,0.0155169757382706
['kleine hoerspiel'],0.595,0.643,0.39,78.924,2,0.0,2,Happy / Dance,-38.726720573011676,-0.02591444454799352
['kleine hoerspiel'],0.661,0.458,0.744,80.369,2,0.0,2,Happy / Dance,-37.28173942663817,0.1502102821053698
['kleine hoerspiel'],0.551,0.607,0.3,86.645,2,0.0,2,Happy / Dance,-31.005853102813973,-0.13954126052452875
['kleine hoerspiel'],0.668,0.445,0.732,112.137,2,0.0,2,Happy / Dance,-5.513833063561776,0.08923854281633681
['kleine hoerspiel'],0.799,0.481,0.554,101.075,2,0.0,2,Happy / Dance,-16.575975067063624,0.03472592537998076
['kleine hoerspiel'],0.714,0.57,0.756,80.503,2,0.0,2,Happy / Dance,-37.14757147347413,0.24101165446252937
['kleine hoerspiel'],0.553,0.791,0.302,89.934,2,0.0,2,Happy / Dance,-27.716558467878713,-0.035115087440353965
['kleine hoerspiel'],0.721,0.658,0.633,82.356,2,0.0,2,Happy / Dance,-35.29454474055068,0.1996609764806898
['kleine hoerspiel'],0.692,0.579,0.59,102.206,2,0.0,2,Happy / Dance,-15.444734717183394,0.08313644466116388
['kleine hoerspiel'],0.566,0.325,0.481,89.847,2,0.0,2,Happy / Dance,-27.804163812309227,-0.16815856345113545
['kleine hoerspiel'],0.667,0.777,0.47,130.785,2,0.0,2,Happy / Dance,13.134439921152278,0.05868674762695103
['kleine hoerspiel'],0.666,0.63,0.729,93.93,2,0.0,2,Happy / Dance,-23.72049984994743,0.22079402726662178
['kleine hoerspiel'],0.709,0.719,0.427,101.798,2,0.0,2,Happy / Dance,-15.852659570934605,0.04860493186952097
['kleine hoerspiel'],0.681,0.347,0.267,70.286,2,0.0,2,Happy / Dance,-47.36533762369383,-0.250369775908714
['kleine hoerspiel'],0.548,0.695,0.576,160.39,2,0.0,2,Happy / Dance,42.73940283312979,0.009098465966920988
['kleine hoerspiel'],0.661,0.518,0.668,128.114,2,0.0,2,Happy / Dance,10.463202609609539,0.05814898763048104
['kleine hoerspiel'],0.652,0.678,0.711,130.248,2,0.0,2,Happy / Dance,12.59750210712346,0.1775039906320527
['kleine hoerspiel'],0.558,0.73,0.522,99.55,2,0.0,2,Happy / Dance,-18.100481250176358,0.0815409832339068
['kleine hoerspiel'],0.604,0.787,0.39,87.7,2,0.0,2,Happy / Dance,-29.950506305681486,0.04789118721158436
['kleine hoerspiel'],0.533,0.829,0.554,65.182,2,0.0,1,Happy / Dance,-52.46821630688444,0.2056625282033847
['kleine hoerspiel'],0.588,0.515,0.377,172.167,2,0.0,2,Happy / Dance,54.51589106358401,-0.24928028546429915
['kleine hoerspiel'],0.547,0.888,0.408,81.065,2,0.0,2,Happy / Dance,-36.58528649878366,0.1118316656128393
['kleine hoerspiel'],0.637,0.451,0.458,89.16,2,0.0,2,Happy / Dance,-28.49101132712356,-0.08849500610026029
['kleine hoerspiel'],0.716,0.447,0.571,125.274,2,0.0,2,Happy / Dance,7.622979437087551,-0.034192334984596395
['kleine hoerspiel'],0.754,0.412,0.64,71.547,2,0.0,2,Happy / Dance,-46.10393506977371,0.08801727718659746
['kleine hoerspiel'],0.765,0.626,0.533,47.353,2,0.0,2,Happy / Dance,-70.29764270040121,0.1715100394022645
['kleine hoerspiel'],0.584,0.485,0.201,96.711,2,0.0,2,Happy / Dance,-20.94017451038586,-0.28899662281571337
['kleine hoerspiel'],0.746,0.484,0.76,76.786,2,0.0,2,Happy / Dance,-40.864716323071235,0.20954356236673521
['kleine hoerspiel'],0.588,0.564,0.593,66.566,2,0.0,2,Happy / Dance,-51.08464180715741,0.0959901462219287
['kleine hoerspiel'],0.696,0.823,0.565,77.961,2,0.0,2,Happy / Dance,-39.68931675713176,0.24333855012809913
['kleine hoerspiel'],0.755,0.725,0.713,90.964,2,0.0,2,Happy / Dance,-26.686395936694538,0.296704703461212
['kleine hoerspiel'],0.646,0.587,0.929,157.755,2,0.0,2,Happy / Dance,40.10450094694286,0.2454420583265604
['kleine hoerspiel'],0.588,0.639,0.683,93.314,2,0.0,2,Happy / Dance,-24.33648832233132,0.16776287731448125
['kleine hoerspiel'],0.647,0.729,0.434,115.519,2,0.0,2,Happy / Dance,-2.13163295836695,0.019859877732795073
['kleine hoerspiel'],0.728,0.561,0.754,94.54,2,0.0,2,Happy / Dance,-23.110620354207626,0.21810658408702865
['kleine hoerspiel'],0.598,0.744,0.407,116.143,1,0.0,1,Mainstream / Party,-1.5076106493827126,-0.008077048989742153
['kleine hoerspiel'],0.746,0.778,0.414,80.319,2,0.0,2,Happy / Dance,-37.33155303002373,0.11649037563778952
['kleine hoerspiel'],0.553,0.614,0.445,113.111,2,0.0,1,Happy / Dance,-4.539761688182779,-0.06513386223270567
['kleine hoerspiel'],0.532,0.446,0.542,82.619,2,0.0,2,Happy / Dance,-35.03188275030489,-0.05221754786626209
['kleine hoerspiel'],0.589,0.358,0.452,81.558,2,0.0,2,Happy / Dance,-36.093131584157675,-0.15119313049962058
['kleine hoerspiel'],0.619,0.812,0.348,83.017,2,0.0,2,Happy / Dance,-34.63350158685314,0.04263544877729131
['kleine hoerspiel'],0.735,0.418,0.421,76.56,2,0.0,2,Happy / Dance,-41.09112130688199,-0.08582806412389765
"['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",0.736,0.876,0.802,125.843,1,0.0,1,Mainstream / Party,8.192874525317634,0.39401215277590795
['classic canadian rock'],0.248,0.324,0.122,135.786,0,0.0,1,Instrumental / Acoustic,18.13457939131942,-0.6058016782073201
['classic uk pop'],0.451,0.73,0.879,210.654,1,0.0,1,Mainstream / Party,93.00368412653785,0.15175654675993588
['classic city pop'],0.734,0.662,0.832,119.867,1,0.0,1,Mainstream / Party,2.216564550548867,0.3000216866204348
['classic canadian rock'],0.724,0.686,0.89,131.346,1,0.0,1,Mainstream / Party,13.695639124080913,0.3373914438853589
['classic french pop'],0.881,0.911,0.964,119.701,1,0.0,1,Mainstream / Party,2.0510191695496474,0.5906730058949448
['rock nacional'],0.527,0.429,0.221,103.359,0,0.0,1,Instrumental / Acoustic,-14.292233183573032,-0.33446412909883805
['rock nacional'],0.403,0.148,0.139,139.825,0,0.0,0,Instrumental / Acoustic,22.17322713002531,-0.6523121143822339
['pop romantico'],0.636,0.659,0.526,125.137,1,0.0,1,Mainstream / Party,7.486322724504916,0.030372536258421956
['soundtrack'],0.297,0.0214,0.132,212.349,0,0.0,0,Instrumental / Acoustic,94.69693128288935,-0.8713506091980121
['soundtrack'],0.184,0.115,0.0396,129.124,0,0.0,0,Instrumental / Acoustic,11.472207638218322,-0.7996848286232726
['soundtrack'],0.0967,0.0722,0.036,76.411,0,0.0,0,Instrumental / Acoustic,-41.24072714773082,-0.7775953166715801
['soundtrack'],0.0711,0.159,0.0723,70.371,0,0.0,0,Instrumental / Acoustic,-47.28053005019778,-0.6991368348817363
"['classic swedish pop', 'europop', 'swedish pop']",0.699,0.936,0.966,144.252,1,0.0,1,Mainstream / Party,26.602102532731948,0.5129598411692677
"['classic swedish pop', 'europop', 'swedish pop']",0.448,0.424,0.327,145.367,0,0.0,1,Instrumental / Acoustic,27.715813499664023,-0.3447469029949386
"['classic swedish pop', 'europop', 'swedish pop']",0.701,0.932,0.965,144.253,1,0.0,1,Mainstream / Party,26.60309417382379,0.5105152614472541
['europop'],0.564,0.423,0.616,112.069,0,0.0,0,Instrumental / Acoustic,-5.581923352535682,-0.0432960080479734
['europop'],0.557,0.546,0.711,143.517,1,0.0,1,Mainstream / Party,25.86630748532656,0.051044882339923325
['kayokyoku'],0.628,0.969,0.244,112.92,1,0.0,1,Mainstream / Party,-4.730397955188607,0.01513345917617781
['classic city pop'],0.641,0.489,0.529,184.612,1,0.0,1,Mainstream / Party,66.96093664921426,-0.15208543631684857
"['album rock', 'glam metal', 'hard rock', 'metal']",0.354,0.879,0.332,159.16,1,0.0,0,Mainstream / Party,41.50957846657866,-0.12616842952162644
['dessin anime'],0.167,0.281,0.158,70.966,0,0.0,0,Instrumental / Acoustic,-46.68530103334979,-0.5344096268154487
['italian disco'],0.791,0.513,0.97,108.361,1,0.0,1,Mainstream / Party,-9.289560661690885,0.3515577426373133
['italian disco'],0.764,0.427,0.93,103.51,1,0.0,1,Mainstream / Party,-14.140714885591166,0.27010239050740825
['idol kayo'],0.652,0.53,0.84,113.655,1,0.0,1,Mainstream / Party,-3.9955932377221615,0.21227531780147124
['classic peruvian pop'],0.403,0.498,0.862,205.464,1,0.0,1,Mainstream / Party,87.81332309112855,-0.003642429891208887
['classic thai pop'],0.566,0.403,0.195,123.768,1,0.0,1,Mainstream / Party,6.116645250220984,-0.386660096491943
['soft rock'],0.736,0.606,0.933,138.687,1,0.0,0,Mainstream / Party,21.036528029542666,0.316036023263484
['soft rock'],0.354,0.497,0.273,128.134,0,0.0,1,Instrumental / Acoustic,10.482960283988234,-0.34718539654815495
['austropop'],0.643,0.529,0.279,129.898,1,0.0,1,Mainstream / Party,12.246878016320409,-0.23499703969958996
['austropop'],0.564,0.821,0.352,93.034,1,0.0,1,Mainstream / Party,-24.616475781407942,0.018720273150389044
['austropop'],0.76,0.531,0.865,175.38,1,0.0,1,Mainstream / Party,57.72926621105731,0.1752053614403979
['rock nacional brasileiro'],0.617,0.672,0.931,135.518,1,0.0,1,Mainstream / Party,17.867695840190436,0.3198751274068732
['rock nacional brasileiro'],0.706,0.8,0.724,122.396,1,0.0,1,Mainstream / Party,4.745701462928295,0.28691756302659654
['spanish punk'],0.573,0.907,0.517,112.041,1,0.0,1,Mainstream / Party,-5.609227342999773,0.16726451390725572
['spanish punk'],0.326,0.863,0.258,97.313,1,0.0,1,Mainstream / Party,-20.33738679904195,-0.10896382251791048
['classic swedish pop'],0.524,0.909,0.96,176.982,1,0.0,1,Mainstream / Party,59.33207565956815,0.38919576682752965
"['album rock', 'alternative metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rap rock', 'rock', 'speed metal', 'thrash metal']",0.334,0.814,0.676,150.813,1,0.0,1,Mainstream / Party,33.1628048573624,0.09943395943937361
"['album rock', 'alternative metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rap rock', 'rock', 'speed metal', 'thrash metal']",0.474,0.978,0.0722,111.217,1,0.0,1,Mainstream / Party,-6.4334609810139085,-0.15458452542473156
"['album rock', 'alternative metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rap rock', 'rock', 'speed metal', 'thrash metal']",0.379,0.949,0.203,99.568,1,0.0,1,Mainstream / Party,-18.08232500871847,-0.0865724501291486
['j-pop'],0.699,0.282,0.367,138.089,0,0.0,0,Instrumental / Acoustic,20.43751266132341,-0.3071828575050555
['j-pop'],0.642,0.782,0.938,165.665,1,0.0,1,Mainstream / Party,48.014814101698875,0.35282571709162314
['j-pop'],0.462,0.506,0.176,142.28,1,0.0,1,Mainstream / Party,24.628811202080925,-0.40108013786940194
['classic french pop'],0.867,0.853,0.954,129.379,1,0.0,1,Mainstream / Party,11.728904532542884,0.5307707965348929
['turkish folk'],0.491,0.186,0.568,91.797,0,0.0,0,Instrumental / Acoustic,-25.854280702638448,-0.210600277589588
['turkish folk'],0.321,0.282,0.0943,177.787,0,0.0,0,Instrumental / Acoustic,60.13537446399789,-0.6895022051426098
['turkish folk'],0.385,0.345,0.203,134.491,0,0.0,1,Instrumental / Acoustic,16.83962367899815,-0.48758485143916747
['turkish folk'],0.413,0.34,0.478,125.903,0,0.0,1,Instrumental / Acoustic,8.25186392834658,-0.26313037472085243
['turkish folk'],0.62,0.398,0.302,109.078,0,0.0,0,Instrumental / Acoustic,-8.57326574425801,-0.2707733059970593
['turkish folk'],0.554,0.496,0.555,179.945,0,0.0,0,Instrumental / Acoustic,62.29402098251413,-0.14928558770385358
['turkish folk'],0.441,0.473,0.402,103.473,0,0.0,0,Instrumental / Acoustic,-14.177959260245402,-0.20078543578059227
['corrosion'],0.639,0.872,0.537,128.492,1,0.0,1,Mainstream / Party,10.841672068480705,0.15864031179736493
['corrosion'],0.561,0.903,0.581,135.519,1,0.0,0,Mainstream / Party,17.868785846188757,0.1745743679396068
['portuguese rock'],0.451,0.547,0.14,106.781,0,0.0,0,Instrumental / Acoustic,-10.870083691476196,-0.35553291947898413
['portuguese rock'],0.531,0.439,0.137,139.024,1,0.0,1,Mainstream / Party,21.372640547103572,-0.44262054106348353
['portuguese rock'],0.554,0.767,0.454,143.103,1,0.0,1,Mainstream / Party,25.452440055982265,-0.013035766154174344
['portuguese rock'],0.735,0.852,0.78,129.638,1,0.0,1,Mainstream / Party,11.987809242911226,0.3576806917911468
['portuguese rock'],0.774,0.703,0.933,116.69,1,0.0,1,Mainstream / Party,-0.9602914047450781,0.4168547566511924
[],0.551,0.605,0.309,99.784,1,0.0,1,Mainstream / Party,-17.866872477856134,-0.15325761997688236
[],0.46,0.481,0.31,181.05,0,0.0,0,Instrumental / Acoustic,63.39881990117016,-0.3728704266427466
['country gospel'],0.652,0.381,0.542,110.095,0,0.0,1,Instrumental / Acoustic,-7.5560958899170885,-0.0923404470175756
['classic indo pop'],0.455,0.722,0.511,134.018,1,0.0,1,Mainstream / Party,16.367481157421878,-0.014621528513122373
['new age'],0.218,0.263,0.0463,96.017,0,0.0,0,Instrumental / Acoustic,-21.63450037888603,-0.6491160753039358
"['latin', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",0.72,0.644,0.926,126.176,1,0.0,1,Mainstream / Party,8.525614260944565,0.34621219545840987
"['latin', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",0.631,0.433,0.91,152.415,1,0.0,1,Mainstream / Party,34.76424991527705,0.14464289186860324
"['latin', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",0.666,0.912,0.647,101.902,1,0.0,1,Mainstream / Party,-15.748128275051059,0.31187938083773914
"['latin', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",0.571,0.392,0.675,93.991,1,0.0,1,Mainstream / Party,-23.65989119010159,0.011586922654491127
['gothic rock'],0.464,0.86,0.469,146.994,1,0.0,1,Mainstream / Party,29.34364037858512,0.018081779820070976
"['classic russian rock', 'russian heavy metal', 'russian metal', 'russian rock']",0.491,0.64,0.118,142.576,1,0.0,1,Mainstream / Party,24.92496347058264,-0.3577250104662516
"['classic russian rock', 'russian heavy metal', 'russian metal', 'russian rock']",0.305,0.698,0.412,187.536,1,0.0,1,Mainstream / Party,69.88532599877524,-0.22885363451818586
"['classic russian rock', 'russian heavy metal', 'russian metal', 'russian rock']",0.383,0.845,0.41,93.764,1,0.0,1,Mainstream / Party,-23.886300655206412,0.017638437098014714
"['classic russian rock', 'russian heavy metal', 'russian metal', 'russian rock']",0.437,0.618,0.473,75.769,1,0.0,1,Mainstream / Party,-41.88160666894183,-0.02380946570634246
['classic city pop'],0.573,0.669,0.548,125.833,1,0.0,1,Mainstream / Party,8.182387170285509,0.03166238494668483
['classic city pop'],0.489,0.203,0.316,66.444,0,0.0,0,Instrumental / Acoustic,-51.207430705716945,-0.3527739544811014
['indonesian city pop'],0.793,0.719,0.966,124.284,1,0.0,1,Mainstream / Party,6.633741227360119,0.4457519106762142
['indonesian city pop'],0.762,0.867,0.961,133.97,1,0.0,1,Mainstream / Party,16.319974767242826,0.5041211215078301
['classic thai pop'],0.827,0.784,0.794,122.323,1,0.0,1,Mainstream / Party,4.672680935176075,0.3684897755191425
['classic thai pop'],0.71,0.921,0.916,148.677,1,0.0,1,Mainstream / Party,31.027020058440513,0.4637869578101481
['classic j-rock'],0.525,0.91,0.604,104.061,1,0.0,1,Mainstream / Party,-13.589107330427538,0.2306355852874511
['narodna muzika'],0.446,0.487,0.275,102.816,0,0.0,0,Instrumental / Acoustic,-14.835051130415266,-0.28516216275017425
['gruperas inmortales'],0.763,0.566,0.966,87.043,1,0.0,1,Mainstream / Party,-30.607425440556682,0.4018367545842363
['gruperas inmortales'],0.785,0.699,0.975,93.363,1,0.0,1,Mainstream / Party,-24.287222678312474,0.483704738335502
['roots rock'],0.495,0.228,0.541,171.151,0,0.0,0,Instrumental / Acoustic,53.49961578874047,-0.321595034152079
['mpb'],0.528,0.569,0.323,117.895,1,0.0,1,Mainstream / Party,0.2440589345238635,-0.19761925795621027
['mellow gold'],0.486,0.527,0.534,133.993,1,0.0,1,Mainstream / Party,16.342169353186023,-0.10106177524383075
['mellow gold'],0.665,0.292,0.345,112.331,0,0.0,0,Instrumental / Acoustic,-5.320427280405511,-0.29079806606777114
['freestyle'],0.744,0.765,0.831,119.743,1,0.0,0,Mainstream / Party,2.092727005553428,0.36259232719159984
['hollywood'],0.731,0.591,0.578,118.59,1,0.0,1,Mainstream / Party,0.9392255568176893,0.06945399486066706
['classic opm'],0.404,0.336,0.378,139.107,0,0.0,1,Instrumental / Acoustic,21.455747987355693,-0.36256302613522967
['classic norwegian pop'],0.552,0.841,0.795,119.97,1,0.0,1,Mainstream / Party,2.3199089607820866,0.31866180122864307
['dance pop'],0.703,0.411,0.763,136.139,1,0.0,0,Mainstream / Party,18.48807857070929,0.06851412868992457
['dance pop'],0.809,0.775,0.619,101.708,1,0.0,1,Mainstream / Party,-15.942443757185401,0.25679426981229425
['country rock'],0.658,0.686,0.849,135.397,1,0.0,1,Mainstream / Party,17.74662620391888,0.27981781233066116
['italian disco'],0.878,0.871,0.967,119.561,1,0.0,1,Mainstream / Party,1.9109583434859587,0.5688853595025425
['new wave pop'],0.579,0.203,0.602,138.798,0,0.0,1,Instrumental / Acoustic,21.14664938933089,-0.21634360769715855
['classic belgian pop'],0.683,0.387,0.756,86.295,1,0.0,1,Mainstream / Party,-31.35586568944821,0.11613553712438218
['classic belgian pop'],0.586,0.443,0.349,136.203,0,0.0,0,Instrumental / Acoustic,18.551815783787504,-0.2599945548663978
['gospel'],0.49,0.467,0.653,158.154,1,0.0,1,Mainstream / Party,40.503131638343035,-0.08110760978274234
['j-pop'],0.624,0.615,0.541,127.795,1,0.0,1,Mainstream / Party,10.144265214089131,0.008277671740558934
['j-pop'],0.595,0.966,0.685,128.783,1,0.0,1,Mainstream / Party,11.132977802415695,0.3097837661319598
['j-pop'],0.614,0.622,0.534,127.821,1,0.0,1,Mainstream / Party,10.170275040018993,0.003902845025075208
['j-pop'],0.485,0.906,0.847,200.512,1,0.0,1,Mainstream / Party,82.86194491147435,0.2559385475319864
['slovak pop'],0.339,0.605,0.199,142.493,0,0.0,1,Instrumental / Acoustic,24.842050807403012,-0.3655464366095993
['slovak pop'],0.659,0.731,0.897,119.422,1,0.0,1,Mainstream / Party,1.7717713474230834,0.3657218583795028
['spanish new wave'],0.584,0.956,0.948,168.188,1,0.0,1,Mainstream / Party,50.538129347148015,0.4395147516433149
['classic nz pop'],0.586,0.939,0.847,144.273,1,0.0,1,Mainstream / Party,26.62305438933484,0.3897491446949586
['classic french pop'],0.781,0.867,0.94,121.973,1,0.0,1,Mainstream / Party,4.3229690796195115,0.5120386075735492
['new wave pop'],0.825,0.705,0.853,112.069,1,0.0,1,Mainstream / Party,-5.5813752572098565,0.3810865086658082
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.795,0.349,0.53,118.795,1,0.0,1,Mainstream / Party,1.1437576801395721,-0.08737468950826266
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.712,0.579,0.66,133.937,1,0.0,1,Mainstream / Party,16.28626005952134,0.09529922204197294
['classic belgian pop'],0.337,0.394,0.513,201.368,0,0.0,0,Instrumental / Acoustic,83.71688034489932,-0.34038532045667386
['classic belgian pop'],0.68,0.552,0.568,109.904,1,0.0,1,Mainstream / Party,-7.7468068687465745,0.03583965295183278
['hip house'],0.791,0.631,0.534,111.228,1,0.0,0,Mainstream / Party,-6.422763401874889,0.08963868445188594
['hip house'],0.677,0.92,0.405,99.054,1,0.0,0,Mainstream / Party,-18.596331531009696,0.14303507630826073
['lilith'],0.277,0.946,0.453,175.777,1,0.0,1,Mainstream / Party,58.12680163432992,-0.04539214955784754
"['latin pop', 'mexican pop', 'tejano']",0.508,0.857,0.944,179.213,1,0.0,1,Mainstream / Party,61.56298007551089,0.3385937163785777
"['latin pop', 'mexican pop', 'tejano']",0.497,0.489,0.816,83.391,1,0.0,1,Mainstream / Party,-34.259552624503115,0.1657113788868344
"['latin pop', 'mexican pop', 'tejano']",0.415,0.938,0.336,91.012,1,0.0,1,Mainstream / Party,-26.638225314225025,0.030571720150198933
"['latin pop', 'mexican pop', 'tejano']",0.543,0.584,0.88,178.165,1,0.0,0,Mainstream / Party,60.514463384041676,0.1443810328633235
"['jangle pop', 'san diego indie']",0.499,0.721,0.618,93.601,1,0.0,1,Mainstream / Party,-24.049371284986577,0.13819313023959168
['chanson'],0.241,0.168,0.556,84.749,0,0.0,1,Instrumental / Acoustic,-32.902189692857746,-0.2990033875855975
['chanson'],0.581,0.196,0.362,114.399,0,0.0,0,Instrumental / Acoustic,-3.25253264012386,-0.3636381628135184
['chanson'],0.589,0.24,0.448,125.61,0,0.0,0,Instrumental / Acoustic,7.958591543979537,-0.28756040905218583
