genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label
['gruperas inmortales'],0.755,0.611,0.916,109.526,1,0.0,,Mainstream / Party
['gruperas inmortales'],0.787,0.802,0.957,98.776,1,0.0,,Mainstream / Party
"['new romantic', 'new wave', 'new wave pop']",0.72,0.521,0.823,106.055,1,0.0,,Mainstream / Party
['roots rock'],0.793,0.447,0.498,148.083,1,0.0,,Mainstream / Party
['roots rock'],0.737,0.695,0.844,135.986,1,0.0,,Mainstream / Party
[],0.73,0.685,0.819,121.561,1,0.0,,Mainstream / Party
[],0.725,0.768,0.861,120.823,1,0.0,,Mainstream / Party
[],0.701,0.23,0.39,128.083,0,0.0,,Instrumental / Acoustic
[],0.813,0.862,0.554,107.477,1,0.0,,Mainstream / Party
[],0.709,0.236,0.354,127.78,0,0.0,,Instrumental / Acoustic
[],0.828,0.826,0.965,130.199,1,0.0,,Mainstream / Party
[],0.765,0.594,0.45,101.635,1,0.0,,Mainstream / Party
[],0.819,0.924,0.97,140.723,1,0.0,,Mainstream / Party
[],0.762,0.784,0.565,125.892,1,0.0,,Mainstream / Party
[],0.702,0.342,0.414,127.978,0,0.0,,Instrumental / Acoustic
[],0.778,0.603,0.652,121.434,1,0.0,,Mainstream / Party
[],0.738,0.607,0.848,121.671,1,0.0,,Mainstream / Party
['new wave pop'],0.703,0.838,0.767,119.771,1,0.0,,Mainstream / Party
['new wave pop'],0.792,0.935,0.938,122.419,1,0.0,,Mainstream / Party
['mpb'],0.839,0.564,0.857,141.485,1,0.0,,Mainstream / Party
['mpb'],0.712,0.827,0.861,113.704,1,0.0,,Mainstream / Party
['mpb'],0.846,0.381,0.895,139.498,1,0.0,,Mainstream / Party
['hip house'],0.765,0.592,0.52,113.236,1,0.0,,Mainstream / Party
['hip house'],0.751,0.631,0.691,113.008,1,0.0,,Mainstream / Party
['hip house'],0.784,0.561,0.539,113.047,1,0.0,,Mainstream / Party
"['funk', 'post-disco']",0.915,0.768,0.814,111.381,1,0.0,,Mainstream / Party
"['funk', 'post-disco']",0.918,0.663,0.833,118.472,1,0.0,,Mainstream / Party
"['funk', 'post-disco']",0.763,0.917,0.741,112.746,1,0.0,,Mainstream / Party
"['funk', 'post-disco']",0.879,0.79,0.825,116.533,1,0.0,,Mainstream / Party
"['funk', 'post-disco']",0.839,0.821,0.659,108.17,1,0.0,,Mainstream / Party
['mellow gold'],0.755,0.541,0.964,123.487,1,0.0,,Mainstream / Party
['freestyle'],0.784,0.891,0.955,127.269,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.782,0.344,0.953,134.746,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.9,0.472,0.908,94.998,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.707,0.59,0.841,185.773,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.883,0.213,0.947,134.549,2,0.0,,Happy / Dance
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.882,0.496,0.979,104.483,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.841,0.316,0.806,148.199,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.861,0.574,0.927,108.923,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.901,0.253,0.872,126.238,2,0.0,,Happy / Dance
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.868,0.455,0.771,144.881,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.739,0.277,0.485,107.476,0,0.0,,Instrumental / Acoustic
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.931,0.315,0.957,117.011,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.907,0.403,0.921,142.062,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.838,0.401,0.844,149.321,1,0.0,,Mainstream / Party
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.732,0.281,0.708,75.531,0,0.0,,Instrumental / Acoustic
"[""canadian children's music"", 'cartoon', ""children's music"", 'musique pour enfant quebecois']",0.957,0.504,0.936,105.048,1,0.0,,Mainstream / Party
['freestyle'],0.744,0.765,0.831,119.743,1,0.0,0.0,Mainstream / Party
['freestyle'],0.76,0.526,0.899,122.352,1,0.0,,Mainstream / Party
['freestyle'],0.736,0.802,0.971,119.837,1,0.0,,Mainstream / Party
['hollywood'],0.729,0.296,0.66,114.434,0,0.0,,Instrumental / Acoustic
['hollywood'],0.731,0.591,0.578,118.59,1,0.0,1.0,Mainstream / Party
['hollywood'],0.726,0.448,0.66,114.425,1,0.0,,Mainstream / Party
['axe'],0.835,0.786,0.962,137.59,1,0.0,,Mainstream / Party
['axe'],0.776,0.513,0.942,134.328,1,0.0,,Mainstream / Party
['axe'],0.808,0.875,0.902,101.146,1,0.0,,Mainstream / Party
['axe'],0.767,0.703,0.967,131.825,1,0.0,,Mainstream / Party
['axe'],0.722,0.819,0.915,139.997,1,0.0,,Mainstream / Party
['dance pop'],0.745,0.841,0.874,117.97,1,0.0,,Mainstream / Party
['dance pop'],0.789,0.83,0.676,101.78,1,0.0,,Mainstream / Party
['dance pop'],0.848,0.721,0.699,99.881,1,0.0,,Mainstream / Party
['dance pop'],0.815,0.875,0.733,105.805,1,0.0,,Mainstream / Party
['dance pop'],0.878,0.724,0.904,121.906,1,0.0,,Mainstream / Party
['dance pop'],0.707,0.797,0.633,105.395,1,0.0,,Mainstream / Party
['dance pop'],0.703,0.411,0.763,136.139,1,0.0,0.0,Mainstream / Party
['dance pop'],0.777,0.545,0.77,96.17,1,0.0,,Mainstream / Party
['dance pop'],0.736,0.866,0.582,120.016,1,0.0,,Mainstream / Party
['dance pop'],0.809,0.775,0.619,101.708,1,0.0,1.0,Mainstream / Party
['dance pop'],0.715,0.465,0.867,80.244,1,0.0,,Mainstream / Party
['dance pop'],0.714,0.724,0.962,154.425,1,0.0,,Mainstream / Party
['dance pop'],0.744,0.774,0.883,125.652,1,0.0,,Mainstream / Party
['dance pop'],0.738,0.952,0.923,110.03,1,0.0,,Mainstream / Party
['dance pop'],0.736,0.875,0.85,128.01,1,0.0,,Mainstream / Party
['dance pop'],0.85,0.707,0.706,114.387,1,0.0,,Mainstream / Party
['dance pop'],0.701,0.836,0.812,127.871,1,0.0,,Mainstream / Party
['country rock'],0.705,0.544,0.888,102.573,1,0.0,,Mainstream / Party
['gospel'],0.712,0.824,0.815,93.777,1,0.0,,Mainstream / Party
['gospel'],0.707,0.35,0.215,110.068,0,0.0,,Instrumental / Acoustic
['classic danish pop'],0.716,0.727,0.904,120.043,1,0.0,,Mainstream / Party
['classic danish pop'],0.779,0.686,0.779,133.909,1,0.0,,Mainstream / Party
['classic danish pop'],0.748,0.839,0.707,113.917,1,0.0,,Mainstream / Party
['classic danish pop'],0.727,0.515,0.631,111.027,1,0.0,,Mainstream / Party
['classic danish pop'],0.727,0.57,0.639,111.023,1,0.0,,Mainstream / Party
['classic danish pop'],0.716,0.727,0.904,120.043,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.738,0.537,0.852,120.173,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.713,0.48,0.817,85.525,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.733,0.673,0.957,95.09,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.735,0.371,0.552,114.687,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.77,0.787,0.918,102.272,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.711,0.818,0.663,105.583,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.811,0.48,0.637,130.038,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.817,0.648,0.92,125.088,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.733,0.813,0.912,97.656,1,0.0,,Mainstream / Party
"['classic russian pop', 'russian rock']",0.733,0.762,0.901,111.413,1,0.0,,Mainstream / Party
['japanese r&b'],0.796,0.909,0.748,115.22,1,0.0,,Mainstream / Party
['canzone napoletana'],0.724,0.456,0.894,125.117,1,0.0,,Mainstream / Party
['canzone napoletana'],0.701,0.593,0.822,129.232,1,0.0,,Mainstream / Party
['canzone napoletana'],0.797,0.665,0.928,133.368,1,0.0,,Mainstream / Party
['canzone napoletana'],0.759,0.479,0.92,130.035,1,0.0,,Mainstream / Party
['canzone napoletana'],0.781,0.427,0.823,125.048,1,0.0,,Mainstream / Party
['canzone napoletana'],0.755,0.533,0.824,125.96,1,0.0,,Mainstream / Party
['canzone napoletana'],0.766,0.622,0.899,134.056,1,0.0,,Mainstream / Party
['canzone napoletana'],0.779,0.636,0.967,130.029,1,0.0,,Mainstream / Party
['a cappella'],0.886,0.19,0.595,118.099,0,0.0,,Instrumental / Acoustic
['a cappella'],0.749,0.239,0.778,87.274,0,0.0,,Instrumental / Acoustic
['a cappella'],0.915,0.19,0.873,111.631,0,0.0,,Instrumental / Acoustic
['new wave pop'],0.775,0.562,0.939,114.527,1,0.0,,Mainstream / Party
['new wave pop'],0.775,0.562,0.939,114.527,1,0.0,,Mainstream / Party
['new wave pop'],0.738,0.668,0.962,130.077,1,0.0,,Mainstream / Party
['new wave pop'],0.724,0.649,0.725,136.316,1,0.0,,Mainstream / Party
['freestyle'],0.775,0.583,0.647,125.084,1,0.0,,Mainstream / Party
['freestyle'],0.739,0.814,0.868,121.51,1,0.0,,Mainstream / Party
['italian disco'],0.835,0.679,0.936,119.862,1,0.0,,Mainstream / Party
['italian disco'],0.727,0.947,0.84,120.487,1,0.0,,Mainstream / Party
['italian disco'],0.874,0.665,0.968,119.568,1,0.0,,Mainstream / Party
['italian disco'],0.878,0.871,0.967,119.561,1,0.0,1.0,Mainstream / Party
['italian disco'],0.879,0.86,0.967,119.825,1,0.0,,Mainstream / Party
['new jack swing'],0.712,0.27,0.756,75.645,0,0.0,,Instrumental / Acoustic
['new jack swing'],0.851,0.649,0.846,100.302,1,0.0,,Mainstream / Party
['new jack swing'],0.772,0.822,0.526,97.718,1,0.0,,Mainstream / Party
['new jack swing'],0.804,0.49,0.416,97.932,1,0.0,,Mainstream / Party
['new jack swing'],0.786,0.622,0.405,97.611,1,0.0,,Mainstream / Party
['new jack swing'],0.877,0.85,0.809,100.733,1,0.0,,Mainstream / Party
['new jack swing'],0.74,0.221,0.83,151.205,1,0.0,,Mainstream / Party
['new jack swing'],0.77,0.41,0.388,97.523,1,0.0,,Mainstream / Party
['new jack swing'],0.758,0.228,0.639,105.434,0,0.0,,Instrumental / Acoustic
['spanish new wave'],0.736,0.94,0.98,128.192,1,0.0,,Mainstream / Party
['british soul'],0.8,0.393,0.697,105.036,1,0.0,,Mainstream / Party
['classic belgian pop'],0.727,0.271,0.72,123.816,0,0.0,,Instrumental / Acoustic
['classic belgian pop'],0.72,0.37,0.514,140.301,0,0.0,,Instrumental / Acoustic
['classic belgian pop'],0.731,0.315,0.522,118.798,0,0.0,,Instrumental / Acoustic
['classic belgian pop'],0.76,0.597,0.289,100.021,1,0.0,,Mainstream / Party
['classic belgian pop'],0.784,0.733,0.96,111.036,1,0.0,,Mainstream / Party
['classic belgian pop'],0.784,0.597,0.859,98.644,1,0.0,,Mainstream / Party
['classic belgian pop'],0.729,0.556,0.62,100.989,1,0.0,,Mainstream / Party
['classic belgian pop'],0.841,0.33,0.435,129.038,1,0.0,,Mainstream / Party
['classic belgian pop'],0.731,0.39,0.696,97.397,1,0.0,,Mainstream / Party
['hip house'],0.785,0.669,0.521,112.121,1,0.0,,Mainstream / Party
[],0.744,0.815,0.934,116.05,1,0.0,,Mainstream / Party
[],0.746,0.637,0.804,119.579,1,0.0,,Mainstream / Party
[],0.739,0.665,0.864,119.837,1,0.0,,Mainstream / Party
['freestyle'],0.757,0.727,0.886,118.609,1,0.0,,Mainstream / Party
['freestyle'],0.779,0.797,0.96,115.244,1,0.0,,Mainstream / Party
['gospel'],0.701,0.391,0.683,124.623,1,0.0,,Mainstream / Party
['gospel'],0.701,0.674,0.88,99.019,1,0.0,,Mainstream / Party
['gospel'],0.792,0.711,0.817,109.308,1,0.0,,Mainstream / Party
['rock nacional brasileiro'],0.733,0.403,0.661,136.081,1,0.0,,Mainstream / Party
['slovak pop'],0.724,0.541,0.582,111.421,1,0.0,,Mainstream / Party
['slovak pop'],0.704,0.699,0.52,115.381,1,0.0,,Mainstream / Party
['slovak pop'],0.743,0.628,0.722,109.034,1,0.0,,Mainstream / Party
"['deep latin alternative', 'pop romantico']",0.772,0.424,0.514,107.948,0,0.0,,Instrumental / Acoustic
['salsa international'],0.706,0.587,0.929,92.536,1,0.0,,Mainstream / Party
['salsa international'],0.731,0.849,0.965,89.131,1,0.0,,Mainstream / Party
['salsa international'],0.713,0.887,0.894,93.84,1,0.0,,Mainstream / Party
['rock gaucho'],0.795,0.73,0.908,114.359,1,0.0,,Mainstream / Party
['rock gaucho'],0.803,0.734,0.906,113.531,1,0.0,,Mainstream / Party
['canadian country'],0.703,0.522,0.728,102.946,1,0.0,,Mainstream / Party
['brit funk'],0.728,0.877,0.811,111.288,1,0.0,,Mainstream / Party
['brit funk'],0.787,0.582,0.961,116.079,1,0.0,,Mainstream / Party
['zouk'],0.756,0.8,0.967,118.924,1,0.0,,Mainstream / Party
['zouk'],0.753,0.588,0.97,118.915,1,0.0,,Mainstream / Party
['zouk'],0.743,0.599,0.965,119.16,1,0.0,,Mainstream / Party
['zouk'],0.749,0.817,0.965,119.163,1,0.0,,Mainstream / Party
['zouk'],0.757,0.807,0.933,118.476,1,0.0,,Mainstream / Party
['zouk'],0.802,0.814,0.883,118.457,1,0.0,,Mainstream / Party
['zouk'],0.757,0.654,0.971,118.506,1,0.0,,Mainstream / Party
['zouk'],0.721,0.745,0.961,118.576,1,0.0,,Mainstream / Party
['zouk'],0.75,0.7,0.965,120.131,1,0.0,,Mainstream / Party
['zouk'],0.803,0.791,0.862,118.482,1,0.0,,Mainstream / Party
['zouk'],0.827,0.899,0.922,112.056,1,0.0,,Mainstream / Party
['zouk'],0.746,0.968,0.961,123.184,1,0.0,,Mainstream / Party
['zouk'],0.793,0.913,0.905,101.014,1,0.0,,Mainstream / Party
['zouk'],0.751,0.654,0.968,118.552,1,0.0,,Mainstream / Party
['zouk'],0.742,0.504,0.967,120.121,1,0.0,,Mainstream / Party
['zouk'],0.71,0.953,0.975,126.125,1,0.0,,Mainstream / Party
['salsa'],0.782,0.692,0.834,81.158,1,0.0,,Mainstream / Party
['salsa'],0.78,0.833,0.866,90.145,1,0.0,,Mainstream / Party
['yacht rock'],0.754,0.505,0.609,127.098,1,0.0,,Mainstream / Party
['australian rock'],0.777,0.539,0.662,102.628,1,0.0,,Mainstream / Party
['new wave pop'],0.708,0.681,0.814,111.574,1,0.0,,Mainstream / Party
['hip house'],0.757,0.83,0.925,120.883,1,0.0,,Mainstream / Party
['classic nz pop'],0.713,0.641,0.66,108.59,1,0.0,,Mainstream / Party
['classic nz pop'],0.718,0.411,0.952,126.701,1,0.0,,Mainstream / Party
['classic nz pop'],0.72,0.544,0.372,109.555,1,0.0,,Mainstream / Party
['freestyle'],0.738,0.387,0.782,121.915,1,0.0,,Mainstream / Party
['austropop'],0.767,0.918,0.845,117.993,1,0.0,,Mainstream / Party
['austropop'],0.884,0.436,0.928,122.282,1,0.0,,Mainstream / Party
['austropop'],0.793,0.583,0.967,93.277,1,0.0,,Mainstream / Party
['austropop'],0.824,0.376,0.859,139.334,1,0.0,,Mainstream / Party
['austropop'],0.743,0.596,0.679,145.931,1,0.0,,Mainstream / Party
['austropop'],0.82,0.312,0.857,139.464,1,0.0,,Mainstream / Party
['austropop'],0.888,0.337,0.927,122.942,0,0.0,,Instrumental / Acoustic
['austropop'],0.742,0.322,0.873,130.036,1,0.0,,Mainstream / Party
['austropop'],0.759,0.397,0.735,121.063,1,0.0,,Mainstream / Party
['austropop'],0.809,0.458,0.743,124.022,1,0.0,,Mainstream / Party
['austropop'],0.707,0.655,0.9,147.959,1,0.0,,Mainstream / Party
['austropop'],0.701,0.792,0.681,99.999,1,0.0,,Mainstream / Party
['austropop'],0.89,0.489,0.964,124.086,1,0.0,,Mainstream / Party
['austropop'],0.79,0.54,0.866,106.957,1,0.0,,Mainstream / Party
['austropop'],0.791,0.774,0.967,93.272,1,0.0,,Mainstream / Party
['austropop'],0.712,0.801,0.718,142.032,1,0.0,,Mainstream / Party
['austropop'],0.821,0.781,0.926,133.304,1,0.0,,Mainstream / Party
['austropop'],0.783,0.625,0.878,129.977,1,0.0,,Mainstream / Party
['austropop'],0.795,0.809,0.968,93.288,1,0.0,,Mainstream / Party
['austropop'],0.713,0.806,0.714,142.046,1,0.0,,Mainstream / Party
['austropop'],0.866,0.474,0.958,122.292,1,0.0,,Mainstream / Party
['austropop'],0.802,0.454,0.892,139.77,1,0.0,,Mainstream / Party
['austropop'],0.88,0.375,0.937,123.224,1,0.0,,Mainstream / Party
['tejano'],0.739,0.562,0.894,165.314,1,0.0,,Mainstream / Party
['tejano'],0.744,0.565,0.903,165.306,1,0.0,,Mainstream / Party
['tejano'],0.744,0.59,0.902,98.609,1,0.0,,Mainstream / Party
['europop'],0.841,0.742,0.962,122.786,1,0.0,,Mainstream / Party
['europop'],0.78,0.743,0.929,122.923,1,0.0,,Mainstream / Party
['europop'],0.752,0.694,0.962,121.407,1,0.0,,Mainstream / Party
['europop'],0.815,0.662,0.934,130.284,1,0.0,,Mainstream / Party
['europop'],0.799,0.389,0.983,100.768,0,0.0,,Instrumental / Acoustic
['europop'],0.782,0.477,0.97,127.82,1,0.0,,Mainstream / Party
['europop'],0.768,0.534,0.967,130.99,1,0.0,,Mainstream / Party
['classic french pop'],0.77,0.815,0.962,121.958,1,0.0,,Mainstream / Party
['classic french pop'],0.706,0.822,0.968,121.0,1,0.0,,Mainstream / Party
['classic french pop'],0.781,0.867,0.94,121.973,1,0.0,1.0,Mainstream / Party
['classic french pop'],0.708,0.932,0.946,121.987,1,0.0,,Mainstream / Party
['classic house'],0.704,0.538,0.844,119.582,1,0.0,,Mainstream / Party
['power pop'],0.713,0.555,0.944,112.343,1,0.0,,Mainstream / Party
['chicano rap'],0.966,0.505,0.826,113.592,1,0.0,,Mainstream / Party
['new wave pop'],0.746,0.625,0.955,130.182,1,0.0,,Mainstream / Party
['new wave pop'],0.787,0.647,0.969,130.857,1,0.0,,Mainstream / Party
['new wave pop'],0.825,0.705,0.853,112.069,1,0.0,1.0,Mainstream / Party
['new wave pop'],0.833,0.663,0.966,131.216,1,0.0,,Mainstream / Party
['grupera'],0.738,0.78,0.859,105.286,1,0.0,,Mainstream / Party
['latin pop'],0.736,0.894,0.794,121.805,1,0.0,,Mainstream / Party
['latin pop'],0.808,0.884,0.903,90.414,1,0.0,,Mainstream / Party
['latin pop'],0.832,0.649,0.752,96.386,1,0.0,,Mainstream / Party
['latin pop'],0.772,0.727,0.798,90.375,1,0.0,,Mainstream / Party
['latin pop'],0.723,0.641,0.48,131.882,1,0.0,,Mainstream / Party
['latin pop'],0.801,0.888,0.905,90.407,1,0.0,,Mainstream / Party
['classic french pop'],0.796,0.557,0.898,94.568,1,0.0,,Mainstream / Party
['classic french pop'],0.796,0.468,0.917,94.584,1,0.0,,Mainstream / Party
['classic french pop'],0.768,0.673,0.854,92.034,1,0.0,,Mainstream / Party
['classic french pop'],0.768,0.553,0.866,92.023,1,0.0,,Mainstream / Party
['freestyle'],0.772,0.598,0.717,114.419,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.739,0.745,0.949,109.326,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.751,0.62,0.473,142.028,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.819,0.272,0.256,98.044,0,0.0,,Instrumental / Acoustic
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.706,0.417,0.498,124.403,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.81,0.501,0.977,122.627,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.729,0.639,0.708,92.977,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.85,0.623,0.946,132.535,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.795,0.349,0.53,118.795,1,0.0,1.0,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.776,0.793,0.887,97.815,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.703,0.82,0.934,119.993,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.75,0.732,0.914,96.016,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.711,0.783,0.92,114.015,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.709,0.696,0.705,136.892,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.712,0.579,0.66,133.937,1,0.0,1.0,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.769,0.516,0.56,116.477,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.825,0.369,0.859,104.261,0,0.0,,Instrumental / Acoustic
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.759,0.407,0.512,124.609,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.818,0.392,0.867,115.404,1,0.0,,Mainstream / Party
"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']",0.774,0.231,0.37,91.105,0,0.0,,Instrumental / Acoustic
['classic swedish pop'],0.755,0.453,0.982,132.809,1,0.0,,Mainstream / Party
['classic belgian pop'],0.729,0.481,0.567,97.009,1,0.0,,Mainstream / Party
['classic belgian pop'],0.783,0.802,0.754,97.661,1,0.0,,Mainstream / Party
['classic belgian pop'],0.919,0.7,0.704,101.799,1,0.0,,Mainstream / Party
['classic belgian pop'],0.743,0.375,0.636,123.236,1,0.0,,Mainstream / Party
['classic belgian pop'],0.754,0.631,0.803,128.948,1,0.0,,Mainstream / Party
['classic belgian pop'],0.741,0.808,0.841,77.741,1,0.0,,Mainstream / Party
['classic belgian pop'],0.713,0.791,0.939,93.447,1,0.0,,Mainstream / Party
['classic belgian pop'],0.883,0.512,0.687,95.212,1,0.0,,Mainstream / Party
['classic belgian pop'],0.754,0.832,0.832,114.402,1,0.0,,Mainstream / Party
['classic belgian pop'],0.749,0.756,0.861,122.414,1,0.0,,Mainstream / Party
['classic belgian pop'],0.735,0.683,0.808,129.946,1,0.0,,Mainstream / Party
['italian disco'],0.771,0.676,0.551,117.657,1,0.0,,Mainstream / Party
['italian disco'],0.735,0.829,0.925,121.441,1,0.0,,Mainstream / Party
['hip house'],0.791,0.631,0.534,111.228,1,0.0,0.0,Mainstream / Party
['hip house'],0.795,0.633,0.855,105.619,1,0.0,,Mainstream / Party
['hip house'],0.846,0.422,0.692,124.992,1,0.0,,Mainstream / Party
['hip house'],0.782,0.831,0.9,121.522,1,0.0,,Mainstream / Party
['hip house'],0.753,0.671,0.8,117.082,1,0.0,,Mainstream / Party
['lilith'],0.717,0.686,0.698,108.049,1,0.0,,Mainstream / Party
['truck-driving country'],0.745,0.635,0.87,144.604,1,0.0,,Mainstream / Party
['new wave pop'],0.811,0.54,0.851,96.242,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.797,0.722,0.819,110.095,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.809,0.645,0.756,107.92,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.711,0.827,0.593,105.204,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.792,0.762,0.665,104.595,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.8,0.624,0.784,107.932,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.789,0.762,0.619,104.584,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.852,0.664,0.766,109.417,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.765,0.738,0.625,105.963,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.716,0.574,0.598,108.714,1,0.0,,Mainstream / Party
"['funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.721,0.634,0.526,108.918,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.708,0.663,0.788,182.822,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.753,0.445,0.743,144.191,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.762,0.654,0.925,102.059,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.871,0.507,0.82,93.069,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.711,0.803,0.787,182.92,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.705,0.696,0.956,90.999,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.868,0.617,0.936,91.023,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.702,0.426,0.84,107.106,1,0.0,,Mainstream / Party
"['latin pop', 'mexican pop', 'tejano']",0.859,0.437,0.905,95.053,1,0.0,,Mainstream / Party
