genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label
['classic israeli pop'],0.72,0.561,0.595,114.587,1,0.0,,Mainstream / Party
['salsa international'],0.727,0.463,0.904,120.289,1,0.0,,Mainstream / Party
['salsa international'],0.805,0.582,0.85,120.689,1,0.0,1.0,Mainstream / Party
['old west'],0.788,0.123,0.485,93.216,0,0.0,,Instrumental / Acoustic
['tipico'],0.789,0.665,0.976,102.938,1,0.0,1.0,Mainstream / Party
['tipico'],0.751,0.659,0.965,104.179,1,0.0,,Mainstream / Party
['tipico'],0.711,0.789,0.981,185.341,1,0.0,,Mainstream / Party
['tipico'],0.813,0.614,0.965,99.086,1,0.0,,Mainstream / Party
['tipico'],0.849,0.804,0.979,94.143,1,0.0,,Mainstream / Party
['cumbia'],0.816,0.477,0.977,81.605,1,0.0,,Mainstream / Party
['cumbia'],0.877,0.389,0.975,139.049,1,0.0,,Mainstream / Party
['cumbia'],0.773,0.328,0.968,76.438,2,0.0,,Happy / Dance
['cumbia'],0.786,0.418,0.938,109.81,1,0.0,,Mainstream / Party
['cumbia'],0.85,0.627,0.959,82.615,1,0.0,,Mainstream / Party
['northern soul'],0.781,0.748,0.968,120.74,1,0.0,,Mainstream / Party
['northern soul'],0.787,0.672,0.959,120.671,1,0.0,,Mainstream / Party
['northern soul'],0.724,0.593,0.635,115.235,1,0.0,,Mainstream / Party
['vintage swedish pop'],0.781,0.358,0.864,98.261,1,0.0,,Mainstream / Party
['vintage swedish pop'],0.821,0.231,0.973,121.299,0,0.0,,Instrumental / Acoustic
['vintage swedish pop'],0.917,0.0407,0.961,106.202,2,0.0,,Happy / Dance
['swedish rock-and-roll'],0.715,0.689,0.84,136.121,1,0.0,,Mainstream / Party
['latin jazz'],0.789,0.718,0.893,132.134,1,0.0,,Mainstream / Party
['hoerspiel'],0.737,0.763,0.524,83.978,2,0.0,,Happy / Dance
['hoerspiel'],0.752,0.896,0.544,105.473,2,0.0,,Happy / Dance
['hoerspiel'],0.731,0.765,0.349,49.348,2,0.0,,Happy / Dance
['hoerspiel'],0.723,0.588,0.643,80.839,2,0.0,,Happy / Dance
['hoerspiel'],0.736,0.589,0.683,85.066,2,0.0,,Happy / Dance
['hoerspiel'],0.753,0.611,0.551,102.255,2,0.0,,Happy / Dance
['hoerspiel'],0.712,0.749,0.669,87.988,2,0.0,,Happy / Dance
['hoerspiel'],0.707,0.704,0.68,65.717,2,0.0,,Happy / Dance
['hoerspiel'],0.731,0.809,0.691,72.899,2,0.0,,Happy / Dance
['hoerspiel'],0.709,0.711,0.473,91.828,2,0.0,,Happy / Dance
['hoerspiel'],0.718,0.62,0.672,116.852,2,0.0,,Happy / Dance
['hoerspiel'],0.722,0.712,0.584,121.231,2,0.0,,Happy / Dance
['hoerspiel'],0.702,0.696,0.429,126.186,1,0.0,,Mainstream / Party
['hoerspiel'],0.933,0.711,0.939,126.311,1,0.0,,Mainstream / Party
['hoerspiel'],0.802,0.803,0.942,126.359,1,0.0,,Mainstream / Party
['hoerspiel'],0.701,0.623,0.578,106.627,2,0.0,,Happy / Dance
['hoerspiel'],0.754,0.791,0.549,48.417,2,0.0,,Happy / Dance
['hoerspiel'],0.717,0.566,0.733,115.551,2,0.0,,Happy / Dance
['hoerspiel'],0.706,0.753,0.315,106.865,2,0.0,,Happy / Dance
['hoerspiel'],0.703,0.481,0.642,96.468,2,0.0,,Happy / Dance
['hoerspiel'],0.716,0.654,0.73,99.395,2,0.0,,Happy / Dance
['hoerspiel'],0.715,0.643,0.587,86.028,2,0.0,,Happy / Dance
['hoerspiel'],0.714,0.88,0.121,111.019,2,0.0,,Happy / Dance
['hoerspiel'],0.705,0.639,0.547,62.383,2,0.0,,Happy / Dance
['hoerspiel'],0.709,0.734,0.331,67.709,2,0.0,,Happy / Dance
['hoerspiel'],0.734,0.801,0.59,95.392,2,0.0,,Happy / Dance
['hoerspiel'],0.722,0.511,0.659,96.559,2,0.0,,Happy / Dance
['hoerspiel'],0.721,0.661,0.497,121.174,2,0.0,,Happy / Dance
['hoerspiel'],0.734,0.627,0.627,102.028,2,0.0,,Happy / Dance
['hoerspiel'],0.745,0.763,0.331,53.187,2,0.0,,Happy / Dance
['hoerspiel'],0.701,0.706,0.612,88.765,2,0.0,,Happy / Dance
['hoerspiel'],0.726,0.632,0.525,53.344,2,0.0,,Happy / Dance
['hoerspiel'],0.753,0.562,0.513,75.736,2,0.0,,Happy / Dance
['hoerspiel'],0.708,0.533,0.437,81.321,2,0.0,,Happy / Dance
['hoerspiel'],0.711,0.49,0.592,82.249,2,0.0,,Happy / Dance
['hoerspiel'],0.71,0.579,0.761,82.201,2,0.0,,Happy / Dance
['hoerspiel'],0.763,0.682,0.348,91.827,2,0.0,,Happy / Dance
['hoerspiel'],0.735,0.729,0.653,76.611,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.748,0.682,0.66,80.062,2,0.0,,Happy / Dance
['hoerspiel'],0.707,0.58,0.599,85.782,2,0.0,,Happy / Dance
['hoerspiel'],0.767,0.541,0.514,78.285,2,0.0,,Happy / Dance
['hoerspiel'],0.738,0.605,0.331,92.574,2,0.0,,Happy / Dance
['hoerspiel'],0.752,0.659,0.214,59.328,2,0.0,,Happy / Dance
['hoerspiel'],0.721,0.603,0.559,81.973,2,0.0,,Happy / Dance
['hoerspiel'],0.702,0.709,0.684,130.476,2,0.0,,Happy / Dance
['hoerspiel'],0.702,0.62,0.666,128.183,2,0.0,,Happy / Dance
['hoerspiel'],0.749,0.581,0.681,81.873,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.702,0.547,0.51,86.901,2,0.0,,Happy / Dance
['hoerspiel'],0.745,0.529,0.645,68.211,2,0.0,,Happy / Dance
['hoerspiel'],0.702,0.594,0.782,103.599,2,0.0,,Happy / Dance
['hoerspiel'],0.709,0.678,0.441,76.825,2,0.0,,Happy / Dance
['hoerspiel'],0.727,0.526,0.676,80.494,2,0.0,,Happy / Dance
['hoerspiel'],0.744,0.628,0.523,78.144,2,0.0,,Happy / Dance
['hoerspiel'],0.737,0.516,0.58,102.094,2,0.0,,Happy / Dance
['hoerspiel'],0.717,0.598,0.498,70.546,2,0.0,,Happy / Dance
['hoerspiel'],0.737,0.554,0.753,108.604,2,0.0,,Happy / Dance
['hoerspiel'],0.762,0.752,0.347,84.77,2,0.0,,Happy / Dance
['hoerspiel'],0.757,0.85,0.49,38.884,2,0.0,,Happy / Dance
['hoerspiel'],0.704,0.621,0.584,82.722,2,0.0,,Happy / Dance
['hoerspiel'],0.707,0.76,0.448,99.948,2,0.0,,Happy / Dance
['hoerspiel'],0.703,0.571,0.482,127.355,2,0.0,,Happy / Dance
['hoerspiel'],0.717,0.581,0.549,102.876,2,0.0,,Happy / Dance
['hoerspiel'],0.744,0.418,0.61,61.202,2,0.0,,Happy / Dance
['hoerspiel'],0.711,0.666,0.401,72.508,2,0.0,,Happy / Dance
['hoerspiel'],0.747,0.531,0.744,84.908,2,0.0,,Happy / Dance
['hoerspiel'],0.725,0.568,0.537,93.43,2,0.0,,Happy / Dance
['hoerspiel'],0.781,0.54,0.613,35.884,2,0.0,,Happy / Dance
['hoerspiel'],0.777,0.659,0.628,104.819,2,0.0,,Happy / Dance
['hoerspiel'],0.716,0.696,0.478,74.406,2,0.0,,Happy / Dance
['hoerspiel'],0.713,0.813,0.379,126.018,2,0.0,,Happy / Dance
['hoerspiel'],0.706,0.62,0.673,84.111,2,0.0,,Happy / Dance
['hoerspiel'],0.776,0.683,0.545,94.707,2,0.0,,Happy / Dance
['kayokyoku'],0.721,0.895,0.874,132.9,1,0.0,,Mainstream / Party
['kayokyoku'],0.746,0.693,0.853,139.235,1,0.0,,Mainstream / Party
['folklore paraguayo'],0.747,0.631,0.794,136.791,1,0.0,,Mainstream / Party
['folklore paraguayo'],0.724,0.518,0.848,148.073,1,0.0,,Mainstream / Party
['combos nacionales'],0.807,0.346,0.859,99.937,1,0.0,,Mainstream / Party
['combos nacionales'],0.761,0.427,0.787,98.461,1,0.0,,Mainstream / Party
['classic tunisian pop'],0.753,0.652,0.0653,112.519,0,0.0,,Instrumental / Acoustic
['classic tunisian pop'],0.728,0.00677,0.032,119.56,0,0.0,,Instrumental / Acoustic
['classic tunisian pop'],0.713,0.0934,0.0392,121.579,0,0.0,,Instrumental / Acoustic
['barnsagor'],0.729,0.365,0.525,122.365,2,0.0,,Happy / Dance
['barnsagor'],0.713,0.269,0.833,129.901,2,0.0,,Happy / Dance
['barnsagor'],0.714,0.256,0.687,129.078,2,0.0,,Happy / Dance
['barnsagor'],0.762,0.232,0.917,61.934,2,0.0,,Happy / Dance
['barnsagor'],0.767,0.243,0.912,60.84,2,0.0,,Happy / Dance
['barnsagor'],0.74,0.3,0.558,82.582,2,0.0,2.0,Happy / Dance
['barnsagor'],0.707,0.256,0.721,110.14,2,0.0,,Happy / Dance
['barnsagor'],0.794,0.273,0.965,66.629,2,0.0,,Happy / Dance
['barnsagor'],0.702,0.293,0.591,79.271,2,0.0,,Happy / Dance
['barnsagor'],0.712,0.179,0.623,109.929,2,0.0,,Happy / Dance
['barnsagor'],0.701,0.314,0.808,120.578,2,0.0,,Happy / Dance
['barnsagor'],0.77,0.245,0.628,58.986,2,0.0,,Happy / Dance
['barnsagor'],0.706,0.33,0.829,86.841,2,0.0,,Happy / Dance
['dansband'],0.766,0.676,0.969,133.36,1,0.0,,Mainstream / Party
['dansband'],0.744,0.691,0.928,103.632,1,0.0,,Mainstream / Party
['dansband'],0.745,0.774,0.955,132.91,1,0.0,,Mainstream / Party
['puerto rican pop'],0.777,0.549,0.402,115.259,1,0.0,,Mainstream / Party
['classic belgian pop'],0.768,0.604,0.822,128.479,1,0.0,,Mainstream / Party
['classic belgian pop'],0.719,0.536,0.887,127.807,1,0.0,,Mainstream / Party
['classic belgian pop'],0.715,0.606,0.974,136.696,1,0.0,,Mainstream / Party
['classic belgian pop'],0.785,0.541,0.564,115.419,1,0.0,,Mainstream / Party
['trekkspill'],0.719,0.682,0.966,110.922,1,0.0,,Mainstream / Party
['dansband'],0.701,0.571,0.966,138.86,1,0.0,,Mainstream / Party
['dansband'],0.819,0.698,0.959,131.824,1,0.0,,Mainstream / Party
['folklore panameno'],0.741,0.385,0.76,94.598,1,0.0,,Mainstream / Party
['folklore panameno'],0.717,0.64,0.919,134.966,1,0.0,,Mainstream / Party
['folklore panameno'],0.725,0.599,0.958,137.892,1,0.0,,Mainstream / Party
['folklore panameno'],0.765,0.404,0.669,120.749,1,0.0,,Mainstream / Party
['vallenato'],0.865,0.723,0.986,144.588,1,0.0,,Mainstream / Party
['komedi'],0.713,0.287,0.523,112.078,2,0.0,,Happy / Dance
['vintage swedish pop'],0.74,0.507,0.975,125.725,1,0.0,,Mainstream / Party
['bornesange'],0.707,0.407,0.721,131.742,1,0.0,,Mainstream / Party
['bornesange'],0.732,0.492,0.779,131.077,1,0.0,,Mainstream / Party
['bornesange'],0.743,0.39,0.551,112.246,1,0.0,,Mainstream / Party
['classic turkish pop'],0.776,0.701,0.927,119.611,1,0.0,,Mainstream / Party
['classic turkish pop'],0.701,0.531,0.852,110.169,2,0.0,,Happy / Dance
['canto popular uruguayo'],0.731,0.282,0.806,88.722,0,0.0,,Instrumental / Acoustic
['canto popular uruguayo'],0.705,0.529,0.933,97.552,0,0.0,,Instrumental / Acoustic
['classic norwegian pop'],0.732,0.536,0.899,115.256,1,0.0,,Mainstream / Party
['classic turkish pop'],0.746,0.569,0.908,116.707,1,0.0,,Mainstream / Party
['kayokyoku'],0.775,0.821,0.959,128.724,1,0.0,,Mainstream / Party
['kayokyoku'],0.813,0.915,0.94,135.797,1,0.0,,Mainstream / Party
['kayokyoku'],0.702,0.929,0.829,128.469,1,0.0,,Mainstream / Party
['kayokyoku'],0.783,0.593,0.96,128.968,1,0.0,,Mainstream / Party
['kayokyoku'],0.834,0.805,0.954,135.766,1,0.0,,Mainstream / Party
['kayokyoku'],0.781,0.777,0.91,130.701,1,0.0,,Mainstream / Party
['kayokyoku'],0.748,0.536,0.594,102.556,1,0.0,,Mainstream / Party
['kayokyoku'],0.773,0.866,0.848,127.518,1,0.0,,Mainstream / Party
['kayokyoku'],0.709,0.837,0.924,136.032,1,0.0,,Mainstream / Party
['kayokyoku'],0.759,0.858,0.914,130.719,1,0.0,,Mainstream / Party
['chinderlieder'],0.82,0.34,0.913,128.477,1,0.0,,Mainstream / Party
['chinderlieder'],0.759,0.516,0.928,140.326,1,0.0,,Mainstream / Party
['chinderlieder'],0.792,0.468,0.94,127.804,2,0.0,,Happy / Dance
['chinderlieder'],0.719,0.281,0.795,128.487,0,0.0,,Instrumental / Acoustic
['chinderlieder'],0.756,0.257,0.946,113.52,0,0.0,,Instrumental / Acoustic
['chinderlieder'],0.788,0.188,0.818,127.884,0,0.0,,Instrumental / Acoustic
['chinderlieder'],0.72,0.257,0.874,127.623,0,0.0,,Instrumental / Acoustic
['classic indo pop'],0.733,0.593,0.852,132.155,1,0.0,,Mainstream / Party
['tipico'],0.796,0.475,0.98,101.965,1,0.0,,Mainstream / Party
['tipico'],0.791,0.498,0.979,107.223,1,0.0,,Mainstream / Party
['tipico'],0.784,0.479,0.975,131.106,1,0.0,,Mainstream / Party
['tipico'],0.803,0.421,0.976,107.352,1,0.0,,Mainstream / Party
['tipico'],0.714,0.516,0.979,91.602,1,0.0,,Mainstream / Party
['tipico'],0.768,0.565,0.973,127.117,1,0.0,,Mainstream / Party
['tipico'],0.804,0.429,0.977,103.117,1,0.0,,Mainstream / Party
['classic icelandic pop'],0.703,0.925,0.62,128.321,1,0.0,,Mainstream / Party
['classic icelandic pop'],0.736,0.482,0.905,124.025,1,0.0,,Mainstream / Party
['classic icelandic pop'],0.716,0.472,0.917,95.737,1,0.0,,Mainstream / Party
['classic icelandic pop'],0.769,0.881,0.615,108.376,1,0.0,,Mainstream / Party
['classic icelandic pop'],0.702,0.604,0.685,121.922,1,0.0,,Mainstream / Party
['classic icelandic pop'],0.716,0.702,0.923,121.585,1,0.0,,Mainstream / Party
['pop romantico'],0.786,0.538,0.787,126.432,1,0.0,,Mainstream / Party
['merengue'],0.743,0.755,0.965,118.724,1,0.0,,Mainstream / Party
['blaskapelle'],0.757,0.485,0.898,128.998,1,0.0,,Mainstream / Party
['blaskapelle'],0.733,0.515,0.965,121.152,1,0.0,,Mainstream / Party
['blaskapelle'],0.731,0.432,0.925,126.08,1,0.0,,Mainstream / Party
['blaskapelle'],0.732,0.526,0.897,127.687,1,0.0,,Mainstream / Party
['blaskapelle'],0.825,0.533,0.904,126.444,1,0.0,,Mainstream / Party
['blaskapelle'],0.814,0.455,0.88,129.384,1,0.0,,Mainstream / Party
['blaskapelle'],0.73,0.548,0.905,132.192,1,0.0,1.0,Mainstream / Party
['blaskapelle'],0.712,0.295,0.812,130.634,0,0.0,,Instrumental / Acoustic
['blaskapelle'],0.762,0.339,0.865,121.431,0,0.0,,Instrumental / Acoustic
['blaskapelle'],0.729,0.437,0.814,132.944,0,0.0,1.0,Instrumental / Acoustic
['blaskapelle'],0.732,0.349,0.963,127.854,1,0.0,,Mainstream / Party
['deep disco'],0.845,0.663,0.983,122.126,1,0.0,1.0,Mainstream / Party
['classic venezuelan pop'],0.747,0.546,0.866,98.096,1,0.0,,Mainstream / Party
['classic venezuelan pop'],0.702,0.498,0.476,103.054,0,0.0,,Instrumental / Acoustic
['classic venezuelan pop'],0.765,0.484,0.829,132.862,1,0.0,,Mainstream / Party
['musica gaucha tradicionalista'],0.721,0.552,0.903,126.516,1,0.0,,Mainstream / Party
['musica gaucha tradicionalista'],0.737,0.695,0.983,104.311,1,0.0,,Mainstream / Party
['musica gaucha tradicionalista'],0.799,0.792,0.9,116.058,1,0.0,,Mainstream / Party
['bachata dominicana'],0.793,0.88,0.966,154.989,1,0.0,,Mainstream / Party
['bachata dominicana'],0.81,0.612,0.926,75.633,1,0.0,,Mainstream / Party
['bachata dominicana'],0.818,0.583,0.794,134.273,1,0.0,,Mainstream / Party
['bachata dominicana'],0.731,0.698,0.731,145.822,1,0.0,,Mainstream / Party
['bachata dominicana'],0.84,0.87,0.922,135.054,1,0.0,,Mainstream / Party
['bachata dominicana'],0.849,0.696,0.939,134.956,1,0.0,,Mainstream / Party
['bachata dominicana'],0.881,0.895,0.965,130.045,1,0.0,,Mainstream / Party
['bachata dominicana'],0.852,0.326,0.886,135.218,1,0.0,,Mainstream / Party
['merengue'],0.771,0.459,0.883,113.57,1,0.0,,Mainstream / Party
['deep norteno'],0.725,0.417,0.962,116.641,1,0.0,,Mainstream / Party
['italian new wave'],0.849,0.649,0.634,132.049,1,0.0,,Mainstream / Party
['salsa international'],0.749,0.596,0.86,100.279,1,0.0,,Mainstream / Party
['salsa international'],0.729,0.597,0.737,169.719,1,0.0,,Mainstream / Party
['salsa international'],0.74,0.578,0.948,99.316,1,0.0,,Mainstream / Party
"[""muzika l'yeladim""]",0.735,0.425,0.965,116.465,1,0.0,,Mainstream / Party
"[""muzika l'yeladim""]",0.811,0.426,0.961,120.861,1,0.0,,Mainstream / Party
"[""muzika l'yeladim""]",0.853,0.434,0.985,106.139,1,0.0,,Mainstream / Party
"[""muzika l'yeladim""]",0.842,0.402,0.666,101.732,1,0.0,,Mainstream / Party
"[""muzika l'yeladim""]",0.832,0.614,0.957,117.917,1,0.0,,Mainstream / Party
"[""muzika l'yeladim""]",0.734,0.583,0.966,117.949,1,0.0,,Mainstream / Party
['dominican pop'],0.719,0.37,0.716,135.078,1,0.0,,Mainstream / Party
['dominican pop'],0.765,0.659,0.923,106.038,1,0.0,,Mainstream / Party
['combos nacionales'],0.818,0.676,0.957,164.342,1,0.0,,Mainstream / Party
['classic dutch pop'],0.708,0.605,0.705,97.715,1,0.0,,Mainstream / Party
['classic dutch pop'],0.797,0.545,0.891,130.076,1,0.0,,Mainstream / Party
"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",0.717,0.534,0.548,113.452,1,0.0,,Mainstream / Party
"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",0.737,0.548,0.853,124.975,1,0.0,,Mainstream / Party
"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",0.714,0.472,0.708,112.533,1,0.0,,Mainstream / Party
"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",0.721,0.739,0.966,130.458,1,0.0,,Mainstream / Party
['pop romantico'],0.707,0.772,0.781,115.072,1,0.0,,Mainstream / Party
['muziek voor kinderen'],0.781,0.638,0.966,120.507,1,0.0,,Mainstream / Party
['muziek voor kinderen'],0.729,0.193,0.835,116.656,2,0.0,,Happy / Dance
['muziek voor kinderen'],0.78,0.727,0.887,110.985,1,0.0,,Mainstream / Party
['kompa'],0.752,0.796,0.778,106.369,1,0.0,,Mainstream / Party
['kompa'],0.763,0.734,0.75,103.843,1,0.0,,Mainstream / Party
['kompa'],0.772,0.79,0.858,105.279,1,0.0,,Mainstream / Party
['kompa'],0.753,0.741,0.843,106.442,1,0.0,,Mainstream / Party
['salsa puertorriquena'],0.705,0.649,0.968,161.914,1,0.0,,Mainstream / Party
['salsa puertorriquena'],0.741,0.754,0.964,103.238,1,0.0,,Mainstream / Party
['salsa puertorriquena'],0.783,0.846,0.953,98.628,1,0.0,,Mainstream / Party
['salsa puertorriquena'],0.721,0.867,0.863,168.435,1,0.0,,Mainstream / Party
['musiikkia lapsille'],0.731,0.787,0.932,121.063,1,0.0,,Mainstream / Party
['musiikkia lapsille'],0.703,0.43,0.605,82.029,0,0.0,,Instrumental / Acoustic
['musiikkia lapsille'],0.922,0.332,0.971,132.978,1,0.0,,Mainstream / Party
['musiikkia lapsille'],0.876,0.38,0.962,129.626,1,0.0,1.0,Mainstream / Party
['musiikkia lapsille'],0.711,0.499,0.911,123.414,1,0.0,,Mainstream / Party
['musiikkia lapsille'],0.716,0.417,0.781,151.193,1,0.0,1.0,Mainstream / Party
['classic thai pop'],0.72,0.842,0.967,129.571,1,0.0,1.0,Mainstream / Party
['classic thai pop'],0.733,0.807,0.955,134.459,1,0.0,,Mainstream / Party
['classic thai pop'],0.74,0.692,0.965,132.324,1,0.0,,Mainstream / Party
['classic thai pop'],0.773,0.778,0.938,134.468,1,0.0,,Mainstream / Party
['classic thai pop'],0.786,0.741,0.967,131.547,1,0.0,,Mainstream / Party
['classic thai pop'],0.733,0.798,0.775,133.706,1,0.0,,Mainstream / Party
['classic thai pop'],0.77,0.807,0.972,141.399,1,0.0,,Mainstream / Party
['classic thai pop'],0.778,0.815,0.97,133.477,1,0.0,,Mainstream / Party
['classic thai pop'],0.742,0.712,0.784,123.771,1,0.0,,Mainstream / Party
['classic thai pop'],0.785,0.723,0.898,129.237,1,0.0,,Mainstream / Party
['classic thai pop'],0.708,0.688,0.841,94.048,1,0.0,1.0,Mainstream / Party
['classic thai pop'],0.747,0.76,0.964,120.039,1,0.0,,Mainstream / Party
['classic thai pop'],0.743,0.487,0.711,111.844,1,0.0,,Mainstream / Party
['classic thai pop'],0.767,0.559,0.785,125.84,1,0.0,,Mainstream / Party
['classic thai pop'],0.74,0.532,0.893,89.723,1,0.0,,Mainstream / Party
['classic thai pop'],0.824,0.668,0.924,128.641,1,0.0,,Mainstream / Party
['classic thai pop'],0.884,0.838,0.967,116.275,1,0.0,,Mainstream / Party
"[""canzone d'autore""]",0.803,0.714,0.911,123.673,1,0.0,,Mainstream / Party
"[""canzone d'autore""]",0.731,0.64,0.632,117.41,1,0.0,,Mainstream / Party
"[""canzone d'autore""]",0.744,0.718,0.838,123.914,1,0.0,,Mainstream / Party
"[""canzone d'autore""]",0.831,0.591,0.963,130.627,1,0.0,,Mainstream / Party
['salsa venezolana'],0.826,0.544,0.967,100.82,1,0.0,,Mainstream / Party
['salsa venezolana'],0.772,0.461,0.763,95.271,1,0.0,,Mainstream / Party
['salsa venezolana'],0.773,0.856,0.922,96.012,1,0.0,,Mainstream / Party
['salsa venezolana'],0.745,0.831,0.966,157.009,1,0.0,,Mainstream / Party
['salsa venezolana'],0.833,0.618,0.918,102.48,1,0.0,,Mainstream / Party
['salsa venezolana'],0.833,0.527,0.937,108.126,1,0.0,1.0,Mainstream / Party
['salsa venezolana'],0.797,0.542,0.751,104.999,1,0.0,,Mainstream / Party
['salsa venezolana'],0.852,0.852,0.936,96.679,1,0.0,,Mainstream / Party
['salsa venezolana'],0.779,0.703,0.859,95.646,1,0.0,,Mainstream / Party
['salsa venezolana'],0.825,0.712,0.967,100.826,1,0.0,,Mainstream / Party
['salsa venezolana'],0.84,0.711,0.932,108.158,1,0.0,,Mainstream / Party
['salsa venezolana'],0.845,0.805,0.916,102.501,1,0.0,,Mainstream / Party
['salsa venezolana'],0.756,0.674,0.651,95.275,1,0.0,,Mainstream / Party
['salsa venezolana'],0.842,0.573,0.921,112.262,1,0.0,,Mainstream / Party
['german rock'],0.846,0.695,0.794,104.826,1,0.0,,Mainstream / Party
['dutch cabaret'],0.704,0.694,0.708,122.711,1,0.0,,Mainstream / Party
['dutch cabaret'],0.766,0.461,0.728,96.064,0,0.0,,Instrumental / Acoustic
['dutch cabaret'],0.733,0.541,0.634,121.023,1,0.0,,Mainstream / Party
['austropop'],0.864,0.278,0.539,115.601,0,0.0,,Instrumental / Acoustic
['austropop'],0.765,0.711,0.82,129.03,1,0.0,,Mainstream / Party
['austropop'],0.864,0.264,0.57,115.575,0,0.0,,Instrumental / Acoustic
['austropop'],0.869,0.302,0.599,115.621,0,0.0,,Instrumental / Acoustic
['austropop'],0.776,0.632,0.864,113.035,1,0.0,,Mainstream / Party
['europop'],0.702,0.467,0.853,123.245,1,0.0,,Mainstream / Party
['rock nacional brasileiro'],0.798,0.505,0.924,124.915,1,0.0,,Mainstream / Party
['rock nacional brasileiro'],0.718,0.572,0.857,132.247,1,0.0,,Mainstream / Party
['rock nacional brasileiro'],0.732,0.409,0.712,108.616,1,0.0,,Mainstream / Party
['rock nacional brasileiro'],0.767,0.819,0.968,122.127,1,0.0,,Mainstream / Party
"['panamanian pop', 'tipico']",0.751,0.664,0.95,88.387,1,0.0,1.0,Mainstream / Party
"['panamanian pop', 'tipico']",0.702,0.786,0.911,97.598,1,0.0,,Mainstream / Party
['dansband'],0.787,0.809,0.972,126.419,1,0.0,,Mainstream / Party
['hoerspiel'],0.72,0.354,0.602,121.506,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.772,0.468,0.802,55.612,2,0.0,,Happy / Dance
['hoerspiel'],0.784,0.399,0.707,101.071,2,0.0,,Happy / Dance
['hoerspiel'],0.756,0.401,0.538,76.265,2,0.0,,Happy / Dance
['hoerspiel'],0.744,0.659,0.801,77.889,2,0.0,,Happy / Dance
['hoerspiel'],0.721,0.669,0.701,119.833,2,0.0,,Happy / Dance
['hoerspiel'],0.724,0.465,0.642,83.777,2,0.0,,Happy / Dance
['hoerspiel'],0.709,0.507,0.806,74.811,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.729,0.386,0.785,104.248,2,0.0,,Happy / Dance
['hoerspiel'],0.706,0.592,0.617,129.089,2,0.0,,Happy / Dance
['hoerspiel'],0.742,0.52,0.692,112.801,2,0.0,,Happy / Dance
['hoerspiel'],0.737,0.474,0.675,100.738,2,0.0,,Happy / Dance
['hoerspiel'],0.759,0.557,0.657,103.314,2,0.0,,Happy / Dance
['hoerspiel'],0.819,0.614,0.625,40.56,2,0.0,,Happy / Dance
['hoerspiel'],0.778,0.562,0.376,71.693,2,0.0,,Happy / Dance
['hoerspiel'],0.722,0.562,0.743,103.001,2,0.0,,Happy / Dance
['hoerspiel'],0.703,0.471,0.584,95.045,2,0.0,,Happy / Dance
['hoerspiel'],0.761,0.465,0.778,55.238,2,0.0,,Happy / Dance
['hoerspiel'],0.704,0.627,0.896,88.026,2,0.0,,Happy / Dance
['hoerspiel'],0.742,0.52,0.88,89.952,2,0.0,,Happy / Dance
['hoerspiel'],0.713,0.464,0.701,113.903,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.738,0.559,0.745,117.861,1,0.0,,Mainstream / Party
['hoerspiel'],0.725,0.413,0.789,91.681,2,0.0,,Happy / Dance
['hoerspiel'],0.729,0.433,0.491,99.941,2,0.0,,Happy / Dance
['hoerspiel'],0.737,0.494,0.691,112.755,2,0.0,,Happy / Dance
['hoerspiel'],0.717,0.482,0.734,112.795,2,0.0,,Happy / Dance
['hoerspiel'],0.709,0.403,0.365,67.403,2,0.0,,Happy / Dance
['hoerspiel'],0.732,0.58,0.823,84.275,2,0.0,,Happy / Dance
['hoerspiel'],0.78,0.389,0.591,100.594,2,0.0,,Happy / Dance
['hoerspiel'],0.769,0.772,0.834,93.713,2,0.0,,Happy / Dance
['hoerspiel'],0.742,0.478,0.7,117.33,2,0.0,,Happy / Dance
['hoerspiel'],0.729,0.444,0.754,78.798,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.757,0.434,0.648,101.526,2,0.0,,Happy / Dance
['hoerspiel'],0.765,0.529,0.877,103.85,2,0.0,,Happy / Dance
['hoerspiel'],0.782,0.531,0.707,58.187,2,0.0,,Happy / Dance
['hoerspiel'],0.732,0.584,0.773,114.855,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.722,0.477,0.712,78.878,2,0.0,,Happy / Dance
['hoerspiel'],0.732,0.442,0.686,99.547,2,0.0,,Happy / Dance
['hoerspiel'],0.737,0.358,0.647,78.642,2,0.0,,Happy / Dance
['hoerspiel'],0.783,0.393,0.699,99.519,2,0.0,2.0,Happy / Dance
['hoerspiel'],0.753,0.454,0.582,91.353,2,0.0,,Happy / Dance
['hoerspiel'],0.724,0.434,0.564,126.431,2,0.0,,Happy / Dance
['hoerspiel'],0.768,0.454,0.84,60.747,2,0.0,,Happy / Dance
